Year,Month,Chamber,CO2,Nitrogen,Treatment,Depth,SampleID,SO4,Cl,Salinity
2007,April,11,0,1,2,20,L11-20,5.113137867,92.91509168,5.95199488
2007,April,11,0,1,2,40,L11-40,7.068849033,156.862268,10.04833269
2007,April,11,0,1,2,80,L11-80,3.654251404,137.909464,8.834251134
2007,April,12,1,1,4,20,L12-20,5.121883968,93.06715092,5.961735514
2007,April,12,1,1,4,40,L12-40,5.640084217,136.0012186,8.712012462
2007,April,12,1,1,4,80,L12-80,5.104644417,147.7775402,9.466381837
2007,April,13,1,0,3,20,L13-20,3.616600125,84.67783639,5.424331545
2007,April,13,1,0,3,40,L13-40,4.877046163,133.5491171,8.554935373
2007,April,13,1,0,3,80,L13-80,4.054713038,145.4830324,9.319399915
2007,April,14,0,1,2,20,L14-20,3.622997505,75.66154866,4.846764833
2007,April,14,0,1,2,40,L14-40,5.517092951,148.9128434,9.539107262
2007,April,14,0,1,2,80,L14-80,2.574622583,132.2807588,8.47368669
2007,April,15,1,1,4,20,L15-20,3.03661884,77.01285472,4.933327
2007,April,15,1,1,4,40,L15-40,3.975492826,135.2039379,8.660940137
2007,April,15,1,1,4,80,L15-80,3.864628821,141.4116897,9.058597231
2007,April,16,0,0,1,20,L16-20,-99,-99,-99
2007,April,16,0,0,1,40,L16-40,4.3905864,135.8421269,8.701821344
2007,April,16,0,0,1,80,L16-80,4.297869619,146.011165,9.353231111
2007,April,17,0,0,1,20,L17-20,4.427118944,91.5851575,5.866801757
2007,April,17,0,0,1,40,L17-40,5.678003743,148.3188886,9.501059612
2007,April,17,0,0,1,80,L17-80,3.837763568,139.9249027,8.963356405
2007,April,18,1,1,4,20,L18-20,3.830555209,69.01269394,4.4208515
2007,April,18,1,1,4,40,L18-40,4.649273238,119.0663216,7.627194288
2007,April,18,1,1,4,80,L18-80,2.882857143,122.5958279,7.853287935
2007,April,19,1,0,3,20,L19-20,4.362208359,68.09595205,4.362126711
2007,April,19,1,0,3,40,L19-40,5.06606675,107.8310465,6.907483354
2007,April,19,1,0,3,80,L19-80,3.696940112,126.8583752,8.126338826
2007,April,20,0,1,2,20,L20-20,4.916419214,77.49698166,4.964339276
2007,April,20,0,1,2,40,L20-40,5.912913288,133.1034922,8.526389472
2007,April,20,0,1,2,80,L20-80,3.166219588,125.1768547,8.018623737
2008,May,1,1,1,4,20,L1-20,9.291859014,143.5364457,9.194705169
2008,May,1,1,1,4,40,L1-40,11.36540861,196.7699859,12.60474727
2008,May,1,1,1,4,80,L1-80,5.600374298,156.7088293,10.0385037
2008,May,2,0,0,1,20,L2-20,6.394104803,127.6373766,8.176240215
2008,May,2,0,0,1,40,L2-40,7.9205864,185.7410155,11.89825183
2008,May,2,0,0,1,80,L2-80,3.653618216,148.776897,9.530398787
2008,May,3,1,0,3,20,L3-20,6.209918902,137.5620028,8.811993411
2008,May,3,1,0,3,40,L3-40,7.116749844,168.9494217,10.8226134
2008,May,3,1,0,3,80,L3-80,4.107267623,146.7475882,9.400405014
2008,May,4,0,1,2,20,L4-20,5.537804117,100.2677574,6.422993044
2008,May,4,0,1,2,40,L4-40,8.007891454,166.9831876,10.69666008
2008,May,4,0,1,2,80,L4-80,7.253119152,167.7108604,10.74327345
2008,May,5,1,1,4,20,L5-20,5.682470368,103.9782228,6.660678596
2008,May,5,1,1,4,40,L5-40,7.66749844,153.8911989,9.858011501
2008,May,5,1,1,4,80,L5-80,4.027822832,141.1528914,9.04201909
2008,May,6,0,0,1,20,L6-20,3.997099189,89.33545839,5.722690194
2008,May,6,0,0,1,40,L6-40,7.911852776,168.5188152,10.79502954
2008,May,6,0,0,1,80,L6-80,4.536369308,153.1569252,9.810975291
2008,May,7,0,0,1,20,L7-20,7.538334373,130.3592384,8.350597645
2008,May,7,0,0,1,40,L7-40,10.87111666,203.6645416,13.04639976
2008,May,7,0,0,1,80,L7-80,6.726762321,153.6563893,9.842970033
2008,May,8,1,0,3,20,L8-20,5.195945103,100.1748378,6.417040786
2008,May,8,1,0,3,40,L8-40,8.341515908,163.6272496,10.4816849
2008,May,8,1,0,3,80,L8-80,6.469806613,149.9288293,9.604189439
2008,May,9,1,0,3,20,L9-20,5.616032439,107.3977433,6.87972675
2008,May,9,1,0,3,40,L9-40,9.719525889,192.3665162,12.32266915
2008,May,9,1,0,3,80,L9-80,6.736774797,169.7590409,10.87447611
2008,May,10,0,1,2,20,L10-20,7.250904554,113.7098449,7.284068298
2008,May,10,0,1,2,40,L10-40,11.07732377,200.7067419,12.85692858
2008,May,10,0,1,2,80,L10-80,6.844791017,163.3864316,10.46625854
2008,May,11,0,1,2,20,L11-20,4.222457891,91.09212976,5.835219312
2008,May,11,0,1,2,40,L11-40,7.993356207,141.0895628,9.037962375
2008,May,11,0,1,2,80,L11-80,8.173549595,178.4370945,11.43037617
2008,May,12,1,1,4,20,L12-20,3.579694323,77.30897038,4.952295621
2008,May,12,1,1,4,40,L12-40,7.884809732,148.1908039,9.492854748
2008,May,12,1,1,4,80,L12-80,8.687897692,179.9906065,11.52989127
2008,May,13,1,0,3,20,L13-20,3.527822832,74.69385049,4.784775879
2008,May,13,1,0,3,40,L13-40,8.462819713,148.585952,9.518167204
2008,May,13,1,0,3,80,L13-80,6.708577667,151.1666573,9.683482406
2008,May,14,0,1,2,20,L14-20,5.650280724,110.4847391,7.077473988
2008,May,14,0,1,2,40,L14-40,10.01540861,194.7910296,12.47797899
2008,May,14,0,1,2,80,L14-80,6.659139114,170.3243724,10.91069019
2008,May,15,1,1,4,20,L15-20,4.981191516,99.28205924,6.359851043
2008,May,15,1,1,4,40,L15-40,9.016219588,178.0936248,11.40837413
2008,May,15,1,1,4,80,L15-80,7.9051466,181.8349506,11.64803654
2008,May,16,0,0,1,20,L16-20,4.716032439,107.3084626,6.874007595
2008,May,16,0,0,1,40,L16-40,7.15411728,163.7084908,10.48688906
2008,May,16,0,0,1,80,L16-80,6.806082346,170.6391255,10.9308527
2008,May,17,0,0,1,20,L17-20,5.407018091,94.9690268,6.083566164
2008,May,17,0,0,1,40,L17-40,10.10633188,164.8236671,10.55832519
2008,May,17,0,0,1,80,L17-80,5.499656893,157.100536,10.0635957
2008,May,18,1,1,4,20,L18-20,6.640704928,125.5929196,8.045276083
2008,May,18,1,1,4,40,L18-40,9.079787898,190.5321298,12.20516175
2008,May,18,1,1,4,80,L18-80,6.066718653,158.8308322,10.17443527
2008,May,19,1,0,3,20,L19-20,7.828883344,128.8279831,8.252508264
2008,May,19,1,0,3,40,L19-40,10.6283219,189.185952,12.11892809
2008,May,19,1,0,3,80,L19-80,7.724984404,177.3125247,11.3583383
2008,May,20,0,1,2,20,L20-20,7.549095446,123.7536248,7.927454262
2008,May,20,0,1,2,40,L20-40,7.559950094,134.5838082,8.621215772
2008,May,20,0,1,2,80,L20-80,5.979819089,161.0278702,10.31517347
2008,July,1,1,1,4,20,L1-20,7.563474735,133.0465444,8.5227415
2008,July,1,1,1,4,40,L1-40,10.85888958,192.7119605,12.34479767
2008,July,1,1,1,4,80,L1-80,6.641921397,183.5454725,11.75760941
2008,July,2,0,0,1,20,L2-20,4.185246413,125.6833004,8.051065711
2008,July,2,0,0,1,40,L2-40,8.41790393,192.0657546,12.30340292
2008,July,2,0,0,1,80,L2-80,3.894167187,153.0491396,9.804070744
2008,July,3,1,0,3,20,L3-20,4.711197754,126.9047955,8.129312425
2008,July,3,1,0,3,40,L3-40,7.080380536,167.8240056,10.75052133
2008,July,3,1,0,3,80,L3-80,3.985277604,144.6019182,9.262957366
2008,July,4,0,1,2,20,L4-20,4.178633812,117.239859,7.510194471
2008,July,4,0,1,2,40,L4-40,7.098845914,157.7620592,10.10597166
2008,July,4,0,1,2,80,L4-80,7.471241422,168.7867983,10.81219604
2008,July,5,1,1,4,20,L5-20,4.343730505,110.1774048,7.057786723
2008,July,5,1,1,4,40,L5-40,6.713693075,142.2939351,9.11511224
2008,July,5,1,1,4,80,L5-80,4.224235808,146.9976869,9.416425876
2008,July,6,0,0,1,20,L6-20,4.851746725,108.8604795,6.973426928
2008,July,6,0,0,1,40,L6-40,7.040018715,154.6676164,9.907747369
2008,July,6,0,0,1,80,L6-80,4.604834685,154.1311989,9.873385457
2008,July,7,0,0,1,20,L7-20,6.352308172,129.3113399,8.283471209
2008,July,7,0,0,1,40,L7-40,10.47092951,195.0255853,12.4930042
2008,July,7,0,0,1,80,L7-80,6.84937617,172.9452186,11.07857676
2008,July,8,1,0,3,20,L8-20,4.424547723,110.9993512,7.110439089
2008,July,8,1,0,3,40,L8-40,9.147130381,176.1414104,11.28331889
2008,July,8,1,0,3,80,L8-80,7.6121335,176.799859,11.32549789
2008,July,9,1,0,3,20,L9-20,3.433250156,105.7107475,6.771660922
2008,July,9,1,0,3,40,L9-40,8.85577043,178.6750071,11.4456164
2008,July,9,1,0,3,80,L9-80,7.479507174,183.0111989,11.72338483
2008,July,10,0,1,2,20,L10-20,6.368434186,131.7467983,8.439482168
2008,July,10,0,1,2,40,L10-40,11.29834685,195.7966996,12.54240035
2008,July,10,0,1,2,80,L10-80,6.585620711,169.4202821,10.85277584
2008,July,11,0,1,2,20,L11-20,5.214784779,126.2629055,8.08819414
2008,July,11,0,1,2,40,L11-40,10.9933874,188.6746121,12.08617261
2008,July,11,0,1,2,80,L11-80,6.294666251,172.4256417,11.04529362
2008,July,12,1,1,4,20,L12-20,5.543325016,119.1124965,7.630152166
2008,July,12,1,1,4,40,L12-40,8.864597629,167.0628209,10.70176124
2008,July,12,1,1,4,80,L12-80,8.261291329,187.4906911,12.01033282
2008,July,13,1,0,3,20,L13-20,4.332033687,111.8179408,7.162876422
2008,July,13,1,0,3,40,L13-40,7.945726762,170.7031312,10.93495278
2008,July,13,1,0,3,80,L13-80,6.533156581,167.8502116,10.75220003
2008,July,14,0,1,2,20,L14-20,5.138771054,114.5330042,7.336798365
2008,July,14,0,1,2,40,L14-40,10.4841859,160.9294781,10.30887065
2008,July,14,0,1,2,80,L14-80,6.554803493,181.9636953,11.65628369
2008,July,15,1,1,4,20,L15-20,4.992545228,121.5281523,7.784894611
2008,July,15,1,1,4,40,L15-40,6.858858391,160.9294781,10.30887065
2008,July,15,1,1,4,80,L15-80,6.70143481,170.6248519,10.92993836
2008,July,16,0,0,1,20,L16-20,6.073955084,130.4195769,8.354462818
2008,July,16,0,0,1,40,L16-40,7.85,159.7086601,10.2306673
2008,July,16,0,0,1,80,L16-80,7.84095446,186.0583357,11.91857878
2008,July,17,0,0,1,20,L17-20,5.306674984,118.8477292,7.613191664
2008,July,17,0,0,1,40,L17-40,8.861416095,173.0090832,11.0826678
2008,July,17,0,0,1,80,L17-80,6.729257642,173.0799718,11.0872088
2008,July,18,1,1,4,20,L18-20,5.070024953,109.3281241,7.003383374
2008,July,18,1,1,4,40,L18-40,6.837554585,125.0631876,8.01134243
2008,July,18,1,1,4,80,L18-80,6.331846538,150.8436671,9.662792256
2008,July,19,1,0,3,20,L19-20,4.05452277,99.74307475,6.389382844
2008,July,19,1,0,3,40,L19-40,5.050249532,108.7625952,6.967156638
2008,July,19,1,0,3,80,L19-80,9.559170306,206.5451904,13.23092879
2008,July,20,0,1,2,20,L20-20,4.05452277,99.74307475,6.389382844
2008,July,20,0,1,2,40,L20-40,7.684092327,146.3919887,9.377625972
2008,July,20,0,1,2,80,L20-80,8.303992514,179.1683498,11.47721903
2008,September,1,1,1,4,20,L1-20,10.20538366,184.459354,11.81615097
2008,September,1,1,1,4,40,L1-40,10.07055521,182.9388152,11.71874807
2008,September,1,1,1,4,80,L1-80,5.855988771,158.2780536,10.1390253
2008,September,2,0,0,1,20,L2-20,11.1489083,199.6656135,12.79023582
2008,September,2,0,0,1,40,L2-40,7.179351216,170.8122426,10.94194226
2008,September,2,0,0,1,80,L2-80,4.140673737,154.4522144,9.893949117
2008,September,3,1,0,3,20,L3-20,7.226481597,167.8599436,10.75282345
2008,September,3,1,0,3,40,L3-40,6.328852152,152.4029337,9.762675988
2008,September,3,1,0,3,80,L3-80,4.109482221,147.3565867,9.439416337
2008,September,4,0,1,2,20,L4-20,11.86883968,216.5738787,13.87334801
2008,September,4,0,1,2,40,L4-40,7.169806613,165.6422849,10.61076433
2008,September,4,0,1,2,80,L4-80,7.272645041,168.4693089,10.79185826
2008,September,5,1,1,4,20,L5-20,8.420336868,173.4092243,11.1083001
2008,September,5,1,1,4,40,L5-40,6.5172801,149.8979408,9.602210774
2008,September,5,1,1,4,80,L5-80,4.652557704,147.8637236,9.471902583
2008,September,6,0,0,1,20,L6-20,7.796756082,180.2912553,11.54915028
2008,September,6,0,0,1,40,L6-40,6.509856519,152.4061213,9.762880179
2008,September,6,0,0,1,80,L6-80,4.979320025,152.9850776,9.799967047
2008,September,7,0,0,1,20,L7-20,12.76908921,219.5744711,14.06556041
2008,September,7,0,0,1,40,L7-40,9.520555209,182.3231876,11.6793121
2008,September,7,0,0,1,80,L7-80,6.945009357,170.2950071,10.90880911
2008,September,8,1,0,3,20,L8-20,10.48112913,191.7622849,12.28396321
2008,September,8,1,0,3,40,L8-40,8.074984404,163.2414951,10.45697418
2008,September,8,1,0,3,80,L8-80,7.408858391,176.820141,11.32679712
2008,September,9,1,0,3,20,L9-20,10.87766687,192.092158,12.30509427
2008,September,9,1,0,3,40,L9-40,9.026200873,171.1309732,10.96235955
2008,September,9,1,0,3,80,L9-80,6.779663132,165.6206206,10.60937656
2008,September,10,0,1,2,20,L10-20,14.21272614,236.6115656,15.15692516
2008,September,10,0,1,2,40,L10-40,10.92495321,191.4437518,12.26355857
2008,September,10,0,1,2,80,L10-80,7.212819713,170.5981946,10.92823074
2008,September,11,0,1,2,20,L11-20,13.08063007,215.976079,13.83505406
2008,September,11,0,1,2,40,L11-40,10.40979414,185.7585049,11.89937217
2008,September,11,0,1,2,80,L11-80,6.878103556,179.150945,11.47610411
2008,September,12,1,1,4,20,L12-20,11.42751092,200.0980536,12.81793713
2008,September,12,1,1,4,40,L12-40,9.326575172,174.5732581,11.18286595
2008,September,12,1,1,4,80,L12-80,7.823611978,177.2447391,11.35399608
2008,September,13,1,0,3,20,L13-20,9.093356207,163.8337659,10.49491395
2008,September,13,1,0,3,40,L13-40,8.349407361,170.8706911,10.94568636
2008,September,13,1,0,3,80,L13-80,6.247036806,166.8988434,10.69125715
2008,September,14,0,1,2,20,L14-20,9.114847162,174.3300987,11.16728961
2008,September,14,0,1,2,40,L14-40,8.618184654,160.3944429,10.27459728
2008,September,14,0,1,2,80,L14-80,6.324734872,169.5488293,10.86101034
2008,September,15,1,1,4,20,L15-20,10.00049906,196.3207898,12.5759726
2008,September,15,1,1,4,40,L15-40,7.211478478,164.5603667,10.54145866
2008,September,15,1,1,4,80,L15-80,6.648253275,171.7130324,10.99964519
2008,September,16,0,0,1,20,L16-20,14.45174672,252.4361636,16.17061963
2008,September,16,0,0,1,40,L16-40,8.577729258,174.7179408,11.19213406
2008,September,16,0,0,1,80,L16-80,7.489987523,181.1394076,11.60348134
2008,September,17,0,0,1,20,L17-20,9.376450405,192.5490268,12.33436044
2008,September,17,0,0,1,40,L17-40,8.256300686,167.5681523,10.73413184
2008,September,17,0,0,1,80,L17-80,6.945508422,170.2800282,10.90784959
2008,September,18,1,1,4,20,L18-20,8.239363693,181.1902116,11.60673575
2008,September,18,1,1,4,40,L18-40,7.924766064,153.3538787,9.823591765
2008,September,18,1,1,4,80,L18-80,6.577105427,152.4873907,9.768086146
2008,September,19,1,0,3,20,L19-20,4.826325639,152.2814104,9.754891432
2008,September,19,1,0,3,40,L19-40,5.453056769,125.8128068,8.059361648
2008,September,19,1,0,3,80,L19-80,8.38415471,171.6977151,10.99866399
2008,September,20,0,1,2,20,L20-20,8.27797879,187.9242595,12.03810641
2008,September,20,0,1,2,40,L20-40,6.211572052,144.1563611,9.234415801
2008,September,20,0,1,2,80,L20-80,8.7794136,184.3220028,11.80735251
2008,November,1,1,1,4,20,L1-20,8.69382408,221.0642031,14.16098988
2008,November,1,1,1,4,40,L1-40,11.90630069,220.3965021,14.11821819
2008,November,1,1,1,4,80,L1-80,6.84341859,173.431622,11.10973486
2008,November,2,0,0,1,20,L2-20,10.32086712,215.8221157,13.82519146
2008,November,2,0,0,1,40,L2-40,9.321771678,211.2594358,13.53291463
2008,November,2,0,0,1,80,L2-80,4.798627573,167.2675035,10.71487283
2008,November,3,1,0,3,20,L3-20,8.883499688,208.9609309,13.38567666
2008,November,3,1,0,3,40,L3-40,7.582657517,177.7249929,11.38476026
2008,November,3,1,0,3,80,L3-80,5.458296943,178.9339351,11.46220286
2008,November,4,0,1,2,20,L4-20,12.58262633,248.8007898,15.93774432
2008,November,4,0,1,2,40,L4-40,9.251154086,204.8759097,13.12399776
2008,November,4,0,1,2,80,L4-80,7.492451653,170.7781664,10.9397594
2008,November,5,1,1,4,20,L5-20,10.81475359,237.4953738,15.21354028
2008,November,5,1,1,4,40,L5-40,8.021179039,181.0830465,11.59987096
2008,November,5,1,1,4,80,L5-80,5.764129757,171.0123554,10.95476112
2008,November,6,0,0,1,20,L6-20,8.76790393,213.5133992,13.67729935
2008,November,6,0,0,1,40,L6-40,6.253867748,145.1466855,9.29785415
2008,November,6,0,0,1,80,L6-80,5.38169058,157.7333709,10.10413394
2008,November,7,0,0,1,20,L7-20,13.59357455,261.4500987,16.74803564
2008,November,7,0,0,1,40,L7-40,11.39585153,213.1653315,13.65500278
2008,November,7,0,0,1,80,L7-80,8.533905178,195.5441185,12.52622047
2008,November,8,1,0,3,20,L8-20,11.58293824,233.0661213,14.92981056
2008,November,8,1,0,3,40,L8-40,10.13063007,199.6696192,12.79049242
2008,November,8,1,0,3,80,L8-80,7.886556457,185.2189563,11.86480968
2008,November,9,1,0,3,20,L9-20,12.26709295,239.2426234,15.32546586
2008,November,9,1,0,3,40,L9-40,10.26971304,203.607024,13.04271528
2008,November,9,1,0,3,80,L9-80,8.436431691,199.1809027,12.75918614
2008,November,10,0,1,2,20,L10-20,14.03505926,269.7879831,17.28214509
2008,November,10,0,1,2,40,L10-40,12.45960699,226.7836389,14.52736636
2008,November,10,0,1,2,80,L10-80,8.752432938,195.3459238,12.51352449
2008,November,11,0,1,2,20,L11-20,10.16862133,186.6535966,11.95671009
2008,November,11,0,1,2,40,L11-40,11.02813475,204.7706629,13.11725584
2008,November,11,0,1,2,80,L11-80,7.17654398,179.1785331,11.47787135
2008,November,12,1,1,4,20,L12-20,10.894136,213.757574,13.69294074
2008,November,12,1,1,4,40,L12-40,10.90789145,210.754866,13.50059282
2008,November,12,1,1,4,80,L12-80,8.588116032,188.3988152,12.06850557
2008,November,13,1,0,3,20,L13-20,11.29597629,217.1810437,13.91224188
2008,November,13,1,0,3,40,L13-40,9.509139114,189.982567,12.16995777
2008,November,13,1,0,3,80,L13-80,6.503212726,164.8229055,10.5582764
2008,November,14,0,1,2,20,L14-20,10.47563943,201.4098449,12.90196805
2008,November,14,0,1,2,40,L14-40,10.0176544,186.7062341,11.96008195
2008,November,14,0,1,2,80,L14-80,7.141671865,172.6600282,11.06030799
2008,November,15,1,1,4,20,L15-20,9.816157205,211.3542736,13.53898976
2008,November,15,1,1,4,40,L15-40,9.054335621,190.1579408,12.18119189
2008,November,15,1,1,4,80,L15-80,6.977542109,170.0748942,10.89470909
2008,November,16,0,0,1,20,L16-20,12.4628509,237.8379126,15.23548268
2008,November,16,0,0,1,40,L16-40,11.38839676,226.8916502,14.53428536
2008,November,16,0,0,1,80,L16-80,8.013038054,183.4425952,11.75101928
2008,November,17,0,0,1,20,L17-20,9.795196507,207.5568688,13.29573504
2008,November,17,0,0,1,40,L17-40,8.969931379,189.8790409,12.16332608
2008,November,17,0,0,1,80,L17-80,7.650779788,180.248914,11.54643797
2008,November,18,1,1,4,20,L18-20,10.3782907,220.9264034,14.15216269
2008,November,18,1,1,4,40,L18-40,9.541453525,193.3409309,12.38508835
2008,November,18,1,1,4,80,L18-80,6.737086712,151.1980818,9.685495404
2008,November,19,1,0,3,20,L19-20,5.997629445,182.8931735,11.71582434
2008,November,19,1,0,3,40,L19-40,6.67963194,159.1338223,10.19384426
2008,November,19,1,0,3,80,L19-80,8.481503431,165.6096192,10.60867183
2008,November,20,0,1,2,20,L20-20,8.4827199,209.9681241,13.45019559
2008,November,20,0,1,2,40,L20-40,7.856862133,184.8286319,11.83980623
2008,November,20,0,1,2,80,L20-80,8.41852776,172.5579408,11.05376845
2008,June,1,1,1,4,20,L1-20,-99,-99,-99
2008,June,1,1,1,4,40,L1-40,-99,-99,-99
2008,June,1,1,1,4,80,L1-80,-99,-99,-99
2008,June,2,0,0,1,20,L2-20,-99,-99,-99
2008,June,2,0,0,1,40,L2-40,-99,-99,-99
2008,June,2,0,0,1,80,L2-80,-99,-99,-99
2008,June,3,1,0,3,20,L3-20,-99,-99,-99
2008,June,3,1,0,3,40,L3-40,-99,-99,-99
2008,June,3,1,0,3,80,L3-80,-99,-99,-99
2008,June,4,0,1,2,20,L4-20,-99,-99,-99
2008,June,4,0,1,2,40,L4-40,-99,-99,-99
2008,June,4,0,1,2,80,L4-80,-99,-99,-99
2008,June,5,1,1,4,20,L5-20,-99,-99,-99
2008,June,5,1,1,4,40,L5-40,-99,-99,-99
2008,June,5,1,1,4,80,L5-80,-99,-99,-99
2008,June,6,0,0,1,20,L6-20,-99,-99,-99
2008,June,6,0,0,1,40,L6-40,-99,-99,-99
2008,June,6,0,0,1,80,L6-80,-99,-99,-99
2008,June,7,0,0,1,20,L7-20,-99,-99,-99
2008,June,7,0,0,1,40,L7-40,-99,-99,-99
2008,June,7,0,0,1,80,L7-80,-99,-99,-99
2008,June,8,1,0,3,20,L8-20,-99,-99,-99
2008,June,8,1,0,3,40,L8-40,-99,-99,-99
2008,June,8,1,0,3,80,L8-80,-99,-99,-99
2008,June,9,1,0,3,20,L9-20,-99,-99,-99
2008,June,9,1,0,3,40,L9-40,-99,-99,-99
2008,June,9,1,0,3,80,L9-80,-99,-99,-99
2008,June,10,0,1,2,20,L10-20,-99,-99,-99
2008,June,10,0,1,2,40,L10-40,-99,-99,-99
2008,June,10,0,1,2,80,L10-80,-99,-99,-99
2008,June,11,0,1,2,20,L11-20,-99,-99,-99
2008,June,11,0,1,2,40,L11-40,-99,-99,-99
2008,June,11,0,1,2,80,L11-80,-99,-99,-99
2008,June,12,1,1,4,20,L12-20,-99,-99,-99
2008,June,12,1,1,4,40,L12-40,-99,-99,-99
2008,June,12,1,1,4,80,L12-80,-99,-99,-99
2008,June,13,1,0,3,20,L13-20,-99,-99,-99
2008,June,13,1,0,3,40,L13-40,-99,-99,-99
2008,June,13,1,0,3,80,L13-80,-99,-99,-99
2008,June,14,0,1,2,20,L14-20,-99,-99,-99
2008,June,14,0,1,2,40,L14-40,-99,-99,-99
2008,June,14,0,1,2,80,L14-80,-99,-99,-99
2008,June,15,1,1,4,20,L15-20,-99,-99,-99
2008,June,15,1,1,4,40,L15-40,-99,-99,-99
2008,June,15,1,1,4,80,L15-80,-99,-99,-99
2008,June,16,0,0,1,20,L16-20,-99,-99,-99
2008,June,16,0,0,1,40,L16-40,-99,-99,-99
2008,June,16,0,0,1,80,L16-80,-99,-99,-99
2008,June,17,0,0,1,20,L17-20,-99,-99,-99
2008,June,17,0,0,1,40,L17-40,-99,-99,-99
2008,June,17,0,0,1,80,L17-80,-99,-99,-99
2008,June,18,1,1,4,20,L18-20,-99,-99,-99
2008,June,18,1,1,4,40,L18-40,-99,-99,-99
2008,June,18,1,1,4,80,L18-80,-99,-99,-99
2008,June,19,1,0,3,20,L19-20,-99,-99,-99
2008,June,19,1,0,3,40,L19-40,-99,-99,-99
2008,June,19,1,0,3,80,L19-80,-99,-99,-99
2008,June,20,0,1,2,20,L20-20,-99,-99,-99
2008,June,20,0,1,2,40,L20-40,-99,-99,-99
2008,June,20,0,1,2,80,L20-80,-99,-99,-99
2008,August,1,1,1,4,20,L1-20,-99,-99,-99
2008,August,1,1,1,4,40,L1-40,-99,-99,-99
2008,August,1,1,1,4,80,L1-80,-99,-99,-99
2008,August,2,0,0,1,20,L2-20,-99,-99,-99
2008,August,2,0,0,1,40,L2-40,-99,-99,-99
2008,August,2,0,0,1,80,L2-80,-99,-99,-99
2008,August,3,1,0,3,20,L3-20,-99,-99,-99
2008,August,3,1,0,3,40,L3-40,-99,-99,-99
2008,August,3,1,0,3,80,L3-80,-99,-99,-99
2008,August,4,0,1,2,20,L4-20,-99,-99,-99
2008,August,4,0,1,2,40,L4-40,-99,-99,-99
2008,August,4,0,1,2,80,L4-80,-99,-99,-99
2008,August,5,1,1,4,20,L5-20,-99,-99,-99
2008,August,5,1,1,4,40,L5-40,-99,-99,-99
2008,August,5,1,1,4,80,L5-80,-99,-99,-99
2008,August,6,0,0,1,20,L6-20,-99,-99,-99
2008,August,6,0,0,1,40,L6-40,-99,-99,-99
2008,August,6,0,0,1,80,L6-80,-99,-99,-99
2008,August,7,0,0,1,20,L7-20,-99,-99,-99
2008,August,7,0,0,1,40,L7-40,-99,-99,-99
2008,August,7,0,0,1,80,L7-80,-99,-99,-99
2008,August,8,1,0,3,20,L8-20,-99,-99,-99
2008,August,8,1,0,3,40,L8-40,-99,-99,-99
2008,August,8,1,0,3,80,L8-80,-99,-99,-99
2008,August,9,1,0,3,20,L9-20,-99,-99,-99
2008,August,9,1,0,3,40,L9-40,-99,-99,-99
2008,August,9,1,0,3,80,L9-80,-99,-99,-99
2008,August,10,0,1,2,20,L10-20,-99,-99,-99
2008,August,10,0,1,2,40,L10-40,-99,-99,-99
2008,August,10,0,1,2,80,L10-80,-99,-99,-99
2008,August,11,0,1,2,20,L11-20,9.624672489,163.4295063,10.46901783
2008,August,11,0,1,2,40,L11-40,10.22011853,181.2757405,11.61221458
2008,August,11,0,1,2,80,L11-80,6.549438553,176.0060931,11.27465071
2008,August,12,1,1,4,20,L12-20,8.783967561,159.6905219,10.2295054
2008,August,12,1,1,4,40,L12-40,9.278571429,173.98378,11.14510508
2008,August,12,1,1,4,80,L12-80,8.508140986,193.565275,12.39945942
2008,August,13,1,0,3,20,L13-20,6.008109794,131.7373202,8.438875016
2008,August,13,1,0,3,40,L13-40,8.415096694,177.7770099,11.38809237
2008,August,13,1,0,3,80,L13-80,6.304242046,166.896079,10.69108006
2008,August,14,0,1,2,20,L14-20,7.078852152,143.6688293,9.20318542
2008,August,14,0,1,2,40,L14-40,9.647629445,168.7276446,10.80840677
2008,August,14,0,1,2,80,L14-80,6.347255147,167.9876164,10.76100193
2008,August,15,1,1,4,20,L15-20,8.63992514,157.9851622,10.12026322
2008,August,15,1,1,4,40,L15-40,6.700124766,157.8435825,10.11119389
2008,August,15,1,1,4,80,L15-80,6.884279476,178.659859,11.44464604
2008,August,16,0,0,1,20,L16-20,10.51936993,183.7994358,11.77387783
2008,August,16,0,0,1,40,L16-40,7.813443543,163.5368688,10.47589527
2008,August,16,0,0,1,80,L16-80,7.698128509,184.9174048,11.84549285
2008,August,17,0,0,1,20,L17-20,7.432439177,155.5123554,9.961859791
2008,August,17,0,0,1,40,L17-40,8.234684966,164.3021721,10.52491918
2008,August,17,0,0,1,80,L17-80,7.163942608,177.4944147,11.36998984
2008,August,18,1,1,4,20,L18-20,6.955177792,147.9500987,9.477435617
2008,August,18,1,1,4,40,L18-40,7.574454148,139.8335966,8.957507507
2008,August,18,1,1,4,80,L18-80,6.675202745,157.2964175,10.07614351
2008,August,19,1,0,3,20,L19-20,4.395726762,126.9004513,8.129034147
2008,August,19,1,0,3,40,L19-40,5.603805365,120.6324683,7.727518747
2008,August,19,1,0,3,80,L19-80,9.216625078,188.3449083,12.06505239
2008,August,20,0,1,2,20,L20-20,6.441921397,154.3169535,9.885284552
2008,August,20,0,1,2,40,L20-40,6.767529632,141.906488,9.090293095
