year,month,day,transect,plot,species_code,area,fractional_cover,family,genus,species,identification_notes,plant_cover_notes
2016,8,9,G1,8,SPPA,1,0.625,NA,Spartina,patens,NA,NA
2016,8,9,G1,9,DISP,1,0.15,NA,Distichlis,spicata,NA,NA
2016,8,9,G1,9,SOSE,1,0.15,NA,Solidago,sempervirens,NA,NA
2016,8,9,G1,9,SPPA,1,0.875,NA,Spartina,patens,NA,NA
2016,8,9,G1,10,AMCA,1,0.005,NA,Amaranthus,cannabinus,NA,NA
2016,8,9,G1,10,CUSCU,1,0.03,NA,NA,NA,NA,NA
2016,8,9,G1,10,DISP,1,0.625,NA,Distichlis,spicata,NA,NA
2016,8,9,G1,10,IVFR,1,0.375,NA,Iva,frutescens,NA,NA
2016,8,9,G1,10,KOVI,1,0.375,NA,Kosteletzkya ,virginica,NA,NA
2016,8,9,G1,10,SCRO,1,0.005,NA,Schoenoplectus,robustus,NA,NA
2016,8,9,G1,10,SPAL,1,0.03,NA,Spartina,alterniflora,NA,NA
2016,8,9,G1,10,SPCY,1,0.15,NA,Spartina,cynosuroides,NA,NA
2016,8,9,G1,10,SPPA,1,0.005,NA,Spartina,patens,NA,NA
2016,8,9,G1,11,IVFR,1,0.625,NA,Iva,frutescens,NA,NA
2016,8,9,G1,11,SCAM,1,0.625,NA,Schoenoplectus,americanus,NA,NA
2016,8,9,G1,11,SPPA,1,0.625,NA,Spartina,patens,NA,NA
2016,8,9,G1,12,DISP,1,0.15,NA,Distichlis,spicata,NA,NA
2016,8,9,G1,12,IVFR,1,0.15,NA,Iva,frutescens,NA,NA
2016,8,9,G1,12,SCAM,1,0.625,NA,Schoenoplectus,americanus,NA,NA
2016,8,9,G1,12,SPPA,1,0.625,NA,Spartina,patens,NA,NA
2016,8,9,G1,13,DISP,1,0.03,NA,Distichlis,spicata,NA,NA
2016,8,9,G1,13,IVFR,1,0.625,NA,Iva,frutescens,NA,NA
2016,8,9,G1,13,SCAM,1,0.15,NA,Schoenoplectus,americanus,NA,NA
2016,8,9,G1,13,SPPA,1,0.875,NA,Spartina,patens,NA,NA
2016,8,9,G1,14,AMCA,1,0.005,NA,Amaranthus,cannabinus,NA,NA
2016,8,9,G1,14,ATPA,1,0.005,NA,Atriplex,patula,NA,NA
2016,8,9,G1,14,DISP,1,0.03,NA,Distichlis,spicata,NA,NA
2016,8,9,G1,14,IVFR,1,0.375,NA,Iva,frutescens,NA,NA
2016,8,9,G1,14,SCAM,1,0.15,NA,Schoenoplectus,americanus,NA,NA
2016,8,9,G1,14,SPPA,1,0.625,NA,Spartina,patens,NA,NA
2016,8,9,G1,15,ATPA,1,0.005,NA,Atriplex,patula,NA,NA
2016,8,9,G1,15,IVFR,1,0.15,NA,Iva,frutescens,NA,NA
2016,8,9,G1,15,SCAM,1,0.375,NA,Schoenoplectus,americanus,NA,NA
2016,8,9,G1,15,SPPA,1,0.625,NA,Spartina,patens,NA,NA
2016,8,9,G1,16,AMCA,1,0.005,NA,Amaranthus,cannabinus,NA,NA
2016,8,9,G1,16,DISP,1,0.03,NA,Distichlis,spicata,NA,NA
2016,8,9,G1,16,SCAM,1,0.375,NA,Schoenoplectus,americanus,NA,NA
2016,8,9,G1,16,SPPA,1,0.625,NA,Spartina,patens,NA,NA
2016,8,9,G1,17,DISP,1,0.03,NA,Distichlis,spicata,NA,NA
2016,8,9,G1,17,SCAM,1,0.625,NA,Schoenoplectus,americanus,NA,NA
2016,8,9,G1,18,DISP,1,0.15,NA,Distichlis,spicata,NA,NA
2016,8,9,G1,18,SCAM,1,0.625,NA,Schoenoplectus,americanus,NA,NA
2016,8,9,G1,18,SPPA,1,0.005,NA,Spartina,patens,NA,NA
2016,8,9,G1,19,DISP,1,0.03,NA,Distichlis,spicata,NA,NA
2016,8,9,G1,19,SCAM,1,0.375,NA,Schoenoplectus,americanus,NA,NA
2016,8,9,G1,19,SPPA,1,0.15,NA,Spartina,patens,NA,NA
2016,8,9,G1,20,AMCA,1,0.005,NA,Amaranthus,cannabinus,NA,NA
2016,8,9,G1,20,PLOD,1,0.005,NA,Pluchea,odorata,NA,NA
2016,8,9,G1,20,SCRO,1,0.03,NA,Schoenoplectus,robustus,NA,NA
2016,8,9,G1,20,TYAN,1,0.375,NA,Typha,angustifolia,NA,NA
2016,8,10,R1,1,AMCA,1,0.03,NA,Amaranthus,cannabinus,NA,NA
2016,8,10,R1,1,SCRO,1,0.03,NA,Schoenoplectus,robustus,NA,NA
2016,8,10,R1,1,SPAL,1,0.875,NA,Spartina,alterniflora,NA,NA
2016,8,10,R1,1,SYTE,1,0.005,NA,Symphyotrichum,tenuifolium,NA,NA
2016,8,10,R1,2,AMCA,1,0.005,NA,Amaranthus,cannabinus,NA,NA
2016,8,10,R1,2,IVFR,1,0.15,NA,Iva,frutescens,NA,NA
2016,8,10,R1,2,SCRO,1,0.375,NA,Schoenoplectus,robustus,NA,NA
2016,8,10,R1,2,SPAL,1,0.625,NA,Spartina,alterniflora,NA,NA
2016,8,10,R1,2,TYAN,1,0.005,NA,Typha,angustifolia,NA,NA
2016,8,10,R1,3,AMCA,1,0.005,NA,Amaranthus,cannabinus,NA,NA
2016,8,10,R1,3,IVFR,1,0.375,NA,Iva,frutescens,NA,NA
2016,8,10,R1,3,PLOD,1,0.15,NA,Pluchea,odorata,NA,NA
2016,8,10,R1,3,SCRO,1,0.375,NA,Schoenoplectus,robustus,NA,NA
2016,8,10,R1,3,SPAL,1,0.375,NA,Spartina,alterniflora,NA,NA
2016,8,10,R1,3,SPPA,1,0.15,NA,Spartina,patens,NA,NA
2016,8,10,R1,3,TYAN,1,0.03,NA,Typha,angustifolia,NA,NA
2016,8,10,R1,4,DISP,1,0.375,NA,Distichlis,spicata,NA,NA
2016,8,10,R1,4,HIMO,1,0.15,NA,Hibiscus,moscheutos,NA,NA
2016,8,10,R1,4,IVFR,1,0.375,NA,Iva,frutescens,NA,NA
2016,8,10,R1,4,SCAM,1,0.005,NA,Schoenoplectus,americanus,NA,NA
2016,8,10,R1,4,SPPA,1,0.375,NA,Spartina,patens,NA,NA
2016,8,10,R1,4,TYAN,1,0.15,NA,Typha,angustifolia,NA,NA
2016,8,10,R1,5,HIMO,1,0.625,NA,Hibiscus,moscheutos,NA,NA
2016,8,10,R1,5,PEVI,1,0.15,NA,Peltandra,virginica,NA,NA
2016,8,10,R1,5,NA,1,0.03,NA,NA,NA,NA,unknown grass
2016,8,10,R2,1,AMCA,1,0.005,NA,Amaranthus,cannabinus,NA,NA
2016,8,10,R2,1,PHAU,1,0.625,NA,Phragmites,australis,NA,NA
2016,8,10,R2,1,SCRO,1,0.15,NA,Schoenoplectus,robustus,NA,NA
2016,8,10,R2,1,SPAL,1,0.005,NA,Spartina,alterniflora,NA,NA
2016,8,10,R2,1,SPPA,1,0.875,NA,Spartina,patens,NA,NA
2016,8,10,R2,2,AMCA,1,0.005,NA,Amaranthus,cannabinus,NA,NA
2016,8,10,R2,2,IVFR,1,0.375,NA,Iva,frutescens,NA,NA
2016,8,10,R2,2,PHAU,1,0.625,NA,Phragmites,australis,NA,NA
2016,8,10,R2,2,PLOD,1,0.15,NA,Pluchea,odorata,NA,NA
2016,8,10,R2,3,AMCA,1,0.03,NA,Amaranthus,cannabinus,NA,NA
2016,8,10,R2,3,IVFR,1,0.15,NA,Iva,frutescens,NA,NA
2016,8,10,R2,3,PHAU,1,0.625,NA,Phragmites,australis,NA,NA
2016,8,10,R2,3,PLOD,1,0.005,NA,Pluchea,odorata,NA,NA
2016,8,10,R2,3,SPAL,1,0.375,NA,Spartina,alterniflora,NA,NA
2016,8,10,R2,4,AMCA,1,0.005,NA,Amaranthus,cannabinus,NA,NA
2016,8,10,R2,4,PHAU,1,0.625,NA,Phragmites,australis,NA,NA
2016,8,10,R2,4,PLOD,1,0.005,NA,Pluchea,odorata,NA,NA
2016,8,10,R2,4,SPAL,1,0.15,NA,Spartina,alterniflora,NA,NA
2016,8,10,R2,5,HIMO,1,0.15,NA,Hibiscus,moscheutos,NA,NA
2016,8,10,R2,5,PHAU,1,0.875,NA,Phragmites,australis,NA,NA
2016,8,10,R3,1,AMCA,1,0.005,NA,Amaranthus,cannabinus,NA,NA
2016,8,10,R3,1,IVFR,1,0.375,NA,Iva,frutescens,NA,not rooted in
2016,8,10,R3,1,PHAU,1,0.03,NA,Phragmites,australis,NA,NA
2016,8,10,R3,1,PLOD,1,0.03,NA,Pluchea,odorata,NA,NA
2016,8,10,R3,1,POHY,1,0.005,NA,Polygonum,hydropiperoides,NA,NA
2016,8,10,R3,1,SCRO,1,0.03,NA,Schoenoplectus,robustus,NA,NA
2016,8,10,R3,1,SPAL,1,0.375,NA,Spartina,alterniflora,NA,NA
2016,8,10,R3,2,AMCA,1,0.005,NA,Amaranthus,cannabinus,NA,NA
2016,8,10,R3,2,HIMO,1,0.625,NA,Hibiscus,moscheutos,NA,NA
2016,8,10,R3,2,IVFR,1,0.15,NA,Iva,frutescens,NA,not rooted in
2016,8,10,R3,2,PHAU,1,0.375,NA,Phragmites,australis,NA,NA
2016,8,10,R3,2,PLOD,1,0.03,NA,Pluchea,odorata,NA,NA
2016,8,10,R3,2,POHY,1,0.005,NA,Polygonum,hydropiperoides,NA,too small to measure
2016,8,10,R3,2,SCRO,1,0.005,NA,Schoenoplectus,robustus,NA,NA
2016,8,10,R3,3,AMCA,1,0.15,NA,Amaranthus,cannabinus,NA,NA
2016,8,10,R3,3,HIMO,1,0.15,NA,Hibiscus,moscheutos,NA,NA
2016,8,10,R3,3,KOVI,1,0.375,NA,Kosteletzkya ,virginica,NA,NA
2016,8,10,R3,3,PHAU,1,0.875,NA,Phragmites,australis,NA,NA
2016,8,10,R3,3,PLOD,1,0.15,NA,Pluchea,odorata,NA,NA
2016,8,10,R3,4,AMCA,1,0.375,NA,Amaranthus,cannabinus,NA,biomass dead
2016,8,10,R3,4,ATPA,1,0.005,NA,Atriplex,patula,NA,NA
2016,8,10,R3,4,HIMO,1,0.375,NA,Hibiscus,moscheutos,NA,NA
2016,8,10,R3,4,KOVI,1,0.15,NA,Kosteletzkya ,virginica,NA,NA
2016,8,10,R3,4,PHAU,1,0.625,NA,Phragmites,australis,NA,NA
2016,8,10,R3,4,PLOD,1,0.15,NA,Pluchea,odorata,NA,NA
2016,8,10,R3,5,AMCA,1,0.005,NA,Amaranthus,cannabinus,NA,NA
2016,8,10,R3,5,DISP,1,0.03,NA,Distichlis,spicata,NA,NA
2016,8,10,R3,5,HIMO,1,0.15,NA,Hibiscus,moscheutos,NA,NA
2016,8,10,R3,5,JUEF,1,0.03,NA,NA,NA,NA,NA
2016,8,10,R3,5,KOVI,1,0.15,NA,Kosteletzkya ,virginica,NA,NA
2016,8,10,R3,5,PHAU,1,0.375,NA,Phragmites,australis,NA,NA
2016,8,10,R3,5,PLOD,1,0.03,NA,Pluchea,odorata,NA,NA
2016,8,10,R3,5,SCAM,1,0.03,NA,Schoenoplectus,americanus,NA,NA
2016,8,10,R3,5,SOSE,1,0.03,NA,Solidago,sempervirens,NA,NA
2016,8,10,R3,5,SPPA,1,0.375,NA,Spartina,patens,NA,NA
2016,8,10,S1,1,CUSCU,1,0.03,NA,NA,NA,NA,NA
2016,8,10,S1,1,DISP,1,0.15,NA,Distichlis,spicata,NA,NA
2016,8,10,S1,1,MOCE,1,0.875,NA,Morella,cerifera,NA,NA
2016,8,10,S1,1,SMRO,1,0.15,NA,Smilax,rotundifolia,NA,NA
2016,8,10,S1,1,SOSE,1,0.15,NA,Solidago,sempervirens,NA,NA
2016,8,10,S1,1,UNKNOWN,1,0.005,NA,NA,NA,NA,uncertain identification
2016,8,10,S1,1,UNKNOWN,1,0.005,NA,NA,NA,NA,uncertain identification
2016,8,10,S1,1,UNKNOWN,1,0.03,NA,NA,NA,NA,uncertain identification
2016,8,10,S1,1,UNKNOWN,1,0.005,NA,NA,NA,NA,uncertain identification
2016,8,10,S1,2,DISP,1,0.375,NA,Distichlis,spicata,NA,NA
2016,8,10,S1,2,UNKNOWN,1,0.005,NA,NA,NA,NA,uncertain identification
2016,8,10,S1,2,UNKNOWN,1,0.005,NA,NA,NA,NA,uncertain identification
2016,8,10,S1,2,UNKNOWN,1,0.375,NA,NA,NA,NA,uncertain identification
2016,8,10,S1,3,CUSCU,1,0.005,NA,NA,NA,NA,NA
2016,8,10,S1,3,DISP,1,0.625,NA,Distichlis,spicata,NA,NA
2016,8,10,S1,3,IVFR,1,0.375,NA,Iva,frutescens,NA,NA
2016,8,10,S1,3,SOSE,1,0.03,NA,Solidago,sempervirens,NA,NA
2016,8,10,S1,3,SOSE,1,0.03,NA,Solidago,sempervirens,NA,NA
2016,8,10,S1,3,SPPA,1,0.625,NA,Spartina,patens,NA,NA
2016,8,10,S1,4,DISP,1,0.875,NA,Distichlis,spicata,NA,NA
2016,8,10,S1,4,IVFR,1,0.375,NA,Iva,frutescens,NA,NA
2016,8,10,S1,4,SOSE,1,0.03,NA,Solidago,sempervirens,NA,NA
2016,8,10,S1,4,SPPA,1,0.625,NA,Spartina,patens,NA,NA
2016,8,10,S1,5,BAHA,1,0.625,NA,Baccharis,halimifolia,NA,NA
2016,8,10,S1,5,DISP,1,0.625,NA,Distichlis,spicata,NA,NA
2016,8,10,S1,5,IVFR,1,0.15,NA,Iva,frutescens,NA,NA
2016,8,10,S1,5,JUCO,1,0.15,NA,Juniper,communis,NA,NA
2016,8,10,S1,5,PHAU,1,0.15,NA,Phragmites,australis,NA,NA
2016,8,10,S1,6,HYUM,1,0.375,NA,Hydrocotyle,umbellata,NA,ground cover
2016,8,10,S1,6,PHAU,1,0.875,NA,Phragmites,australis,NA,NA
2016,8,10,S2,1,DISP,1,0.875,NA,Distichlis,spicata,NA,NA
2016,8,10,S2,1,IVFR,1,0.625,NA,Iva,frutescens,NA,NA
2016,8,10,S2,1,KOVI,1,0.005,NA,Kosteletzkya ,virginica,NA,NA
2016,8,10,S2,1,SOSE,1,0.15,NA,Solidago,sempervirens,NA,NA
2016,8,10,S2,1,SPPA,1,0.005,NA,Spartina,patens,NA,NA
2016,8,10,S2,2,CUSCU,1,0.005,NA,NA,NA,NA,NA
2016,8,10,S2,2,DISP,1,0.875,NA,Distichlis,spicata,NA,NA
2016,8,10,S2,2,IVFR,1,0.625,NA,Iva,frutescens,NA,NA
2016,8,10,S2,2,SOSE,1,0.15,NA,Solidago,sempervirens,NA,NA
2016,8,10,S2,2,SPPA,1,0.005,NA,Spartina,patens,NA,NA
2016,8,10,S2,3,DISP,1,0.875,NA,Distichlis,spicata,NA,NA
2016,8,10,S2,3,IVFR,1,0.625,NA,Iva,frutescens,NA,NA
2016,8,10,S2,3,KOVI,1,0.005,NA,Kosteletzkya ,virginica,NA,NA
2016,8,10,S2,3,SCAM,1,0.15,NA,Schoenoplectus,americanus,NA,NA
2016,8,10,S2,3,SPPA,1,0.03,NA,Spartina,patens,NA,NA
2016,8,10,S2,4,DISP,1,0.375,NA,Distichlis,spicata,NA,NA
2016,8,10,S2,4,IVFR,1,0.15,NA,Iva,frutescens,NA,NA
2016,8,10,S2,4,KOVI,1,0.15,NA,Kosteletzkya ,virginica,NA,NA
2016,8,10,S2,4,SCAM,1,0.625,NA,Schoenoplectus,americanus,NA,NA
2016,8,10,S2,4,SOSE,1,0.03,NA,Solidago,sempervirens,NA,NA
2016,8,10,S2,4,SPPA,1,0.15,NA,Spartina,patens,NA,NA
2016,8,10,S2,5,DISP,1,0.375,NA,Distichlis,spicata,NA,NA
2016,8,10,S2,5,IVFR,1,0.625,NA,Iva,frutescens,NA,NA
2016,8,10,S2,5,SCAM,1,0.375,NA,Schoenoplectus,americanus,NA,NA
2016,8,10,S2,5,SPPA,1,0.15,NA,Spartina,patens,NA,NA
2016,8,10,S2,6,PLOD,1,0.005,NA,Pluchea,odorata,NA,NA
2016,8,10,S2,6,SCAM,1,0.375,NA,Schoenoplectus,americanus,NA,NA
2016,8,10,S2,6,SPCY,1,0.03,NA,Spartina,cynosuroides,NA,NA
2016,8,10,S2,6,TYAN,1,0.03,NA,Typha,angustifolia,NA,NA
2016,8,10,S3,1,ATPA,1,0.03,NA,Atriplex,patula,NA,NA
2016,8,10,S3,1,DISP,1,0.03,NA,Distichlis,spicata,NA,NA
2016,8,10,S3,1,IVFR,1,0.375,NA,Iva,frutescens,NA,NA
2016,8,10,S3,1,PLOD,1,0.005,NA,Pluchea,odorata,NA,NA
2016,8,10,S3,1,SCRO,1,0.005,NA,Schoenoplectus,robustus,NA,NA
2016,8,10,S3,1,SPAL,1,0.875,NA,Spartina,alterniflora,NA,NA
2016,8,10,S3,1,SPCY,1,0.03,NA,Spartina,cynosuroides,NA,NA
2016,8,10,S3,2,CUSCU,1,0.03,NA,NA,NA,NA,NA
2016,8,10,S3,2,DISP,1,0.375,NA,Distichlis,spicata,NA,NA
2016,8,10,S3,2,IVFR,1,0.875,NA,Iva,frutescens,NA,NA
2016,8,10,S3,2,PLOD,1,0.15,NA,Pluchea,odorata,NA,NA
2016,8,10,S3,2,SCAM,1,0.03,NA,Schoenoplectus,americanus,NA,NA
2016,8,10,S3,2,SPPA,1,0.375,NA,Spartina,patens,NA,NA
2016,8,10,S3,3,CUSCU,1,0.03,NA,NA,NA,NA,NA
2016,8,10,S3,3,DISP,1,0.375,NA,Distichlis,spicata,NA,NA
2016,8,10,S3,3,IVFR,1,0.375,NA,Iva,frutescens,NA,NA
2016,8,10,S3,3,SOSE,1,0.375,NA,Solidago,sempervirens,NA,NA
2016,8,10,S3,3,SPPA,1,0.375,NA,Spartina,patens,NA,NA
2016,8,10,S3,4,DISP,1,0.15,NA,Distichlis,spicata,NA,NA
2016,8,10,S3,4,IVFR,1,0.875,NA,Iva,frutescens,NA,NA
2016,8,10,S3,4,PLOD,1,0.005,NA,Pluchea,odorata,NA,NA
2016,8,10,S3,4,SCAM,1,0.15,NA,Schoenoplectus,americanus,NA,NA
2016,8,10,S3,4,SPPA,1,0.15,NA,Spartina,patens,NA,NA
2016,8,10,S3,5,AMCA,1,0.005,NA,Amaranthus,cannabinus,NA,NA
2016,8,10,S3,5,SCAM,1,0.15,NA,Schoenoplectus,americanus,NA,NA
2016,8,10,S3,5,SCRO,1,0.375,NA,Schoenoplectus,robustus,NA,NA
2016,8,10,S3,5,SOSE,1,0.005,NA,Solidago,sempervirens,NA,NA
2016,8,10,S3,5,SPAL,1,0.03,NA,Spartina,alterniflora,NA,NA
2016,8,12,G2,1,KOVI,1,0.375,NA,Kosteletzkya ,virginica,NA,NA
2016,8,12,G2,1,PHAU,1,0.625,NA,Phragmites,australis,NA,NA
2016,8,12,G2,1,SCRO,1,0.03,NA,Schoenoplectus,robustus,NA,NA
2016,8,12,G2,1,SCRO,1,0.03,NA,Schoenoplectus,robustus,NA,NA
2016,8,12,G2,2,AMCA,1,0.03,NA,Amaranthus,cannabinus,NA,NA
2016,8,12,G2,2,PHAU,1,0.875,NA,Phragmites,australis,NA,NA
2016,8,12,G2,2,SCRO,1,0.03,NA,Schoenoplectus,robustus,NA,NA
2016,8,12,G2,3,PHAU,1,0.625,NA,Phragmites,australis,NA,NA
2016,8,12,G2,4,PHAU,1,0.875,NA,Phragmites,australis,NA,NA
2016,8,12,G2,5,PHAU,1,0.875,NA,Phragmites,australis,NA,NA
2016,8,12,G2,6,AMCA,1,0.005,NA,Amaranthus,cannabinus,NA,NA
2016,8,12,G2,6,IVFR,1,0.15,NA,Iva,frutescens,NA,NA
2016,8,12,G2,6,KOVI,1,0.15,NA,Kosteletzkya ,virginica,NA,NA
2016,8,12,G2,6,PHAU,1,0.375,NA,Phragmites,australis,NA,NA
2016,8,12,G2,6,PLOD,1,0.005,NA,Pluchea,odorata,NA,NA
2016,8,12,G2,6,SCRO,1,0.625,NA,Schoenoplectus,robustus,NA,NA
2016,8,12,G2,6,SOSE,1,0.03,NA,Solidago,sempervirens,NA,NA
2016,8,12,G2,6,SPAL,1,0.625,NA,Spartina,alterniflora,NA,NA
2016,8,12,G2,7,DISP,1,0.625,NA,Distichlis,spicata,NA,NA
2016,8,12,G2,7,IVFR,1,0.625,NA,Iva,frutescens,NA,NA
2016,8,12,G2,7,SCAM,1,0.625,NA,Schoenoplectus,americanus,NA,NA
2016,8,12,G2,7,SPPA,1,0.375,NA,Spartina,patens,NA,NA
2016,8,12,G2,8,DISP,1,0.375,NA,Distichlis,spicata,NA,NA
2016,8,12,G2,8,IVFR,1,0.625,NA,Iva,frutescens,NA,NA
2016,8,12,G2,8,SCAM,1,0.375,NA,Schoenoplectus,americanus,NA,NA
2016,8,12,G2,8,SOSE,1,0.15,NA,Solidago,sempervirens,NA,NA
2016,8,12,G2,8,SPPA,1,0.375,NA,Spartina,patens,NA,NA
2016,8,12,G2,9,DISP,1,0.15,NA,Distichlis,spicata,NA,NA
2016,8,12,G2,9,SCAM,1,0.375,NA,Schoenoplectus,americanus,NA,NA
2016,8,12,G2,9,SOSE,1,0.15,NA,Solidago,sempervirens,NA,NA
2016,8,12,G2,9,SPPA,1,0.875,NA,Spartina,patens,NA,NA
2016,8,12,G2,10,AMCA,1,0.03,NA,Amaranthus,cannabinus,NA,NA
2016,8,12,G2,10,DISP,1,0.15,NA,Distichlis,spicata,NA,NA
2016,8,12,G2,10,PHAU,1,0.875,NA,Phragmites,australis,NA,NA
2016,8,12,G2,10,SCAM,1,0.15,NA,Schoenoplectus,americanus,NA,NA
2016,8,12,G2,10,TYAN,1,0.15,NA,Typha,angustifolia,NA,NA
2016,8,12,G2,11,SMRO,1,0.375,NA,Smilax,rotundifolia,NA,NA
2016,8,12,G3,1,AMCA,1,0.005,NA,Amaranthus,cannabinus,NA,NA
2016,8,12,G3,1,IVFR,1,0.15,NA,Iva,frutescens,NA,NA
2016,8,12,G3,1,PHAU,1,0.375,NA,Phragmites,australis,NA,NA
2016,8,12,G3,1,SPCY,1,0.375,NA,Spartina,cynosuroides,NA,NA
2016,8,12,G3,1,SPPA,1,0.005,NA,Spartina,patens,NA,NA
2016,8,12,G3,2,KOVI,1,0.15,NA,Kosteletzkya ,virginica,NA,NA
2016,8,12,G3,2,PHAU,1,0.875,NA,Phragmites,australis,NA,NA
2016,8,12,G3,3,DISP,1,0.15,NA,Distichlis,spicata,NA,NA
2016,8,12,G3,3,IVFR,1,0.625,NA,Iva,frutescens,NA,NA
2016,8,12,G3,3,PHAU,1,0.005,NA,Phragmites,australis,NA,NA
2016,8,12,G3,3,SOSE,1,0.15,NA,Solidago,sempervirens,NA,NA
2016,8,12,G3,3,SPPA,1,0.625,NA,Spartina,patens,NA,NA
2016,8,12,G3,4,IVFR,1,0.005,NA,Iva,frutescens,NA,NA
2016,8,12,G3,4,KOVI,1,0.03,NA,Kosteletzkya ,virginica,NA,NA
2016,8,12,G3,4,PHAU,1,0.15,NA,Phragmites,australis,NA,NA
2016,8,12,G3,4,POHY,1,0.005,NA,Polygonum,hydropiperoides,NA,NA
2016,8,12,G3,4,SOSE,1,0.375,NA,Solidago,sempervirens,NA,NA
2016,8,12,G3,4,SPPA,1,0.03,NA,Spartina,patens,NA,NA
2016,8,12,G3,5,AMCA,1,0.005,NA,Amaranthus,cannabinus,NA,NA
2016,8,12,G3,5,ATPA,1,0.15,NA,Atriplex,patula,NA,NA
2016,8,12,G3,5,KOVI,1,0.03,NA,Kosteletzkya ,virginica,NA,NA
2016,8,12,G3,5,PADI,1,0.15,NA,Panicum,dichotomoflorum,NA,NA
2016,8,12,G3,5,PHAU,1,0.15,NA,Phragmites,australis,NA,NA
2016,8,12,G3,5,SAVAP,1,0.03,NA,Samolus,valerandi,NA,NA
2016,8,12,G3,5,SOSE,1,0.15,NA,Solidago,sempervirens,NA,NA
2016,8,12,G3,5,SPCY,1,0.15,NA,Spartina,cynosuroides,NA,NA
2016,8,12,G3,5,SPPA,1,0.375,NA,Spartina,patens,NA,NA
2016,8,12,G3,6,KOVI,1,0.005,NA,Kosteletzkya ,virginica,NA,NA
2016,8,12,G3,6,Morning_glory,1,0.03,Convolvulaceae,NA,NA,NA,no allometry taken
2016,8,12,G3,6,SPCY,1,0.875,NA,Spartina,cynosuroides,NA,NA
2017,9,18,G3,1,IVFR,1,0.15,NA,Iva,frutescens,NA,NA
2017,9,18,G3,1,PHAU,1,0.625,NA,Phragmites,australis,NA,NA
2017,9,18,G3,1,SPAL,1,0.15,NA,Spartina,alterniflora,NA,NA
2017,9,18,G3,1,SPCY,1,0.15,NA,Spartina,cynosuroides,NA,NA
2017,9,18,G3,2,AMCA,1,0.005,NA,Amaranthus,cannabinus,NA,NA
2017,9,18,G3,2,KOVI,1,0.15,NA,Kosteletzkya ,virginica,NA,NA
2017,9,18,G3,2,PHAU,1,0.875,NA,Phragmites,australis,NA,NA
2017,9,18,G3,3,CUSCU,1,0.005,NA,NA,NA,NA,NA
2017,9,18,G3,3,DISP,1,0.375,NA,Distichlis,spicata,NA,NA
2017,9,18,G3,3,IVFR,1,0.875,NA,Iva,frutescens,NA,NA
2017,9,18,G3,3,KOVI,1,0.005,NA,Kosteletzkya ,virginica,NA,NA
2017,9,18,G3,3,PHAU,1,0.03,NA,Phragmites,australis,NA,NA
2017,9,18,G3,3,SOSE,1,0.03,NA,Solidago,sempervirens,NA,NA
2017,9,18,G3,3,SPPA,1,0.375,NA,Spartina,patens,NA,NA
2017,9,18,G3,4,PEVI,1,0.375,NA,Peltandra,virginica,NA,NA
2017,9,18,G3,4,PHAU,1,0.15,NA,Phragmites,australis,NA,NA
2017,9,18,G3,4,SPPA,1,0.375,NA,Spartina,patens,NA,NA
2017,9,18,G3,5,KOVI,1,0.15,NA,Kosteletzkya ,virginica,NA,NA
2017,9,18,G3,5,PEVI,1,0.375,NA,Peltandra,virginica,NA,NA
2017,9,18,G3,5,POHY,1,0.005,NA,Polygonum,hydropiperoides,NA,NA
2017,9,18,G3,5,SAVAP,1,0.15,NA,Samolus,valerandi,NA,NA
2017,9,18,G3,5,SOSE,1,0.375,NA,Solidago,sempervirens,NA,NA
2017,9,18,G3,5,SPCY,1,0.15,NA,Spartina,cynosuroides,NA,NA
2017,9,18,G3,5,SPPA,1,0.625,NA,Spartina,patens,NA,NA
2017,9,18,G3,5,SYTE,1,0.005,NA,Symphyotrichum,tenuifolium,NA,NA
2017,9,18,G3,6,SPCY,1,0.875,NA,Spartina,cynosuroides,NA,NA
2017,9,19,G1,1,AMCA,1,0.03,NA,Amaranthus,cannabinus,NA,NA
2017,9,19,G1,1,ATPA,1,0.15,NA,Atriplex,patula,NA,NA
2017,9,19,G1,1,DISP,1,0.15,NA,Distichlis,spicata,NA,NA
2017,9,19,G1,1,SCRO,1,0.375,NA,Schoenoplectus,robustus,NA,NA
2017,9,19,G1,1,SPAL,1,0.15,NA,Spartina,alterniflora,NA,NA
2017,9,19,G1,1,SPCY,1,0.375,NA,Spartina,cynosuroides,NA,NA
2017,9,19,G1,1,SYTE,1,0.375,NA,Symphyotrichum,tenuifolium,NA,NA
2017,9,19,G1,2,DISP,1,0.875,NA,Distichlis,spicata,NA,NA
2017,9,19,G1,2,IVFR,1,0.625,NA,Iva,frutescens,NA,NA
2017,9,19,G1,2,KOVI,1,0.005,NA,Kosteletzkya ,virginica,NA,NA
2017,9,19,G1,2,SOSE,1,0.15,NA,Solidago,sempervirens,NA,NA
2017,9,19,G1,2,SPPA,1,0.15,NA,Spartina,patens,NA,NA
2017,9,19,G1,3,DISP,1,0.375,NA,Distichlis,spicata,NA,NA
2017,9,19,G1,3,IVFR,1,0.03,NA,Iva,frutescens,NA,NA
2017,9,19,G1,3,SOSE,1,0.375,NA,Solidago,sempervirens,NA,NA
2017,9,19,G1,3,SPPA,1,0.875,NA,Spartina,patens,NA,NA
2017,9,19,G1,4,DISP,1,0.625,NA,Distichlis,spicata,NA,NA
