year,month,day,transect,plot,species_code,family,genus,species,plant_count,area,duplicate_flag,high_abundance_method,plant_count_notes
2016,8,10,S2,4,IVFR,NA,Iva,frutescens,1,1,NA,NA,NA
2016,8,10,S2,5,SCAM,NA,Schoenoplectus,americanus,56,1,NA,NA,NA
2016,8,10,S2,5,IVFR,NA,Iva,frutescens,2,1,NA,NA,NA
2016,8,10,S2,6,PLOD,NA,Pluchea,odorata,2,1,NA,NA,NA
2016,8,10,S2,6,SCAM,NA,Schoenoplectus,americanus,42,1,NA,NA,NA
2016,8,10,S2,6,SPCY,NA,Spartina,cynosuroides,2,1,NA,NA,NA
2016,8,10,S2,6,TYAN,NA,Typha,angustifolia,8,1,NA,NA,NA
2016,8,10,S3,1,ATPA,NA,Atriplex,patula,4,1,NA,NA,NA
2016,8,10,S3,1,PLOD,NA,Pluchea,odorata,4,1,NA,NA,NA
2016,8,10,S3,1,SCRO,NA,Schoenoplectus,robustus,2,1,NA,NA,NA
2016,8,10,S3,1,SPAL,NA,Spartina,alterniflora,50,1,NA,NA,NA
2016,8,10,S3,1,SPCY,NA,Spartina,cynosuroides,4,1,NA,NA,NA
2016,8,10,S3,1,IVFR,NA,Iva,frutescens,1,1,NA,NA,NA
2016,8,10,S3,2,AMCA,NA,Amaranthus,cannabinus,1,1,NA,NA,NA
2016,8,10,S3,2,PLOD,NA,Pluchea,odorata,7,1,NA,NA,NA
2016,8,10,S3,2,SCAM,NA,Schoenoplectus,americanus,5,1,NA,NA,NA
2016,8,10,S3,2,IVFR,NA,Iva,frutescens,3,1,NA,NA,NA
2016,8,10,S3,3,SOSE,NA,Solidago,sempervirens,21,1,NA,NA,NA
2016,8,10,S3,3,IVFR,NA,Iva,frutescens,2,1,NA,NA,NA
2016,8,10,S3,4,PLOD,NA,Pluchea,odorata,1,1,NA,NA,NA
2016,8,10,S3,4,SCAM,NA,Schoenoplectus,americanus,19,1,NA,NA,NA
2016,8,10,S3,4,IVFR,NA,Iva,frutescens,2,1,NA,NA,NA
2016,8,10,S3,5,AMCA,NA,Amaranthus,cannabinus,3,1,NA,NA,NA
2016,8,10,S3,5,SCAM,NA,Schoenoplectus,americanus,14,1,NA,NA,NA
2016,8,10,S3,5,SCRO,NA,Schoenoplectus,robustus,18,1,NA,NA,NA
2016,8,10,S3,5,SPAL,NA,Spartina,alterniflora,5,1,NA,NA,NA
2016,8,12,G2,1,PHAU,NA,Phragmites,australis,32,1,NA,NA,NA
2016,8,12,G2,1,KOVI,NA,Kosteletzkya ,virginica,7,1,NA,NA,NA
2016,8,12,G2,1,SPCY,NA,Spartina,cynosuroides,3,1,NA,NA,NA
2016,8,12,G2,2,PHAU,NA,Phragmites,australis,120,1,NA,NA,NA
2016,8,12,G2,2,AMCA,NA,Amaranthus,cannabinus,3,1,NA,NA,NA
2016,8,12,G2,2,SCRO,NA,Schoenoplectus,robustus,6,1,NA,NA,NA
2016,8,12,G2,3,PHAU,NA,Phragmites,australis,46,1,NA,NA,NA
2016,8,12,G2,4,PHAU,NA,Phragmites,australis,165,1,NA,NA,NA
2016,8,12,G2,5,PHAU,NA,Phragmites,australis,118,1,NA,NA,NA
2016,8,12,G2,6,PHAU,NA,Phragmites,australis,8,1,NA,NA,NA
2016,8,12,G2,6,AMCA,NA,Amaranthus,cannabinus,1,1,NA,NA,NA
2016,8,12,G2,6,KOVI,NA,Kosteletzkya ,virginica,2,1,NA,NA,NA
2016,8,12,G2,6,PLOD,NA,Pluchea,odorata,2,1,NA,NA,NA
2016,8,12,G2,6,SCRO,NA,Schoenoplectus,robustus,29,1,NA,NA,NA
2016,8,12,G2,6,SOSE,NA,Solidago,sempervirens,1,1,NA,NA,NA
2016,8,12,G2,6,SPAL,NA,Spartina,alterniflora,17,1,NA,NA,NA
2016,8,12,G2,6,IVFR,NA,Iva,frutescens,1,1,NA,NA,NA
2016,8,12,G2,7,SCAM,NA,Schoenoplectus,americanus,127,1,NA,NA,NA
2016,8,12,G2,7,IVFR,NA,Iva,frutescens,2,1,NA,NA,NA
2016,8,12,G2,8,SCAM,NA,Schoenoplectus,americanus,114,1,NA,NA,NA
2016,8,12,G2,8,SOSE,NA,Solidago,sempervirens,6,1,NA,NA,NA
2016,8,12,G2,8,IVFR,NA,Iva,frutescens,2,1,NA,NA,NA
2016,8,12,G2,9,SCAM,NA,Schoenoplectus,americanus,65,1,NA,NA,NA
2016,8,12,G2,9,SOSE,NA,Solidago,sempervirens,5,1,NA,NA,NA
2016,8,12,G2,10,PHAU,NA,Phragmites,australis,80,1,NA,NA,NA
2016,8,12,G2,10,AMCA,NA,Amaranthus,cannabinus,1,1,NA,NA,NA
2016,8,12,G2,10,SCAM,NA,Schoenoplectus,americanus,29,1,NA,NA,NA
2016,8,12,G2,10,TYAN,NA,Typha,angustifolia,5,1,NA,NA,NA
2016,8,12,G2,11,PHAU,NA,Phragmites,australis,15,1,NA,NA,NA
2016,8,12,G2,11,SMRO,NA,Smilax,rotundifolia,1,1,NA,NA,NA
2016,8,12,G3,1,PHAU,NA,Phragmites,australis,31,1,NA,NA,NA
2016,8,12,G3,1,AMCA,NA,Amaranthus,cannabinus,1,1,NA,NA,NA
2016,8,12,G3,1,SPCY,NA,Spartina,cynosuroides,29,1,NA,NA,NA
2016,8,12,G3,1,IVFR,NA,Iva,frutescens,1,1,NA,NA,NA
2016,8,12,G3,2,PHAU,NA,Phragmites,australis,65,1,NA,NA,NA
2016,8,12,G3,2,KOVI,NA,Kosteletzkya ,virginica,10,1,NA,NA,NA
2016,8,12,G3,3,PHAU,NA,Phragmites,australis,1,1,NA,NA,NA
2016,8,12,G3,3,SOSE,NA,Solidago,sempervirens,6,1,NA,NA,NA
2016,8,12,G3,3,IVFR,NA,Iva,frutescens,2,1,NA,NA,NA
2016,8,12,G3,4,PHAU,NA,Phragmites,australis,12,1,NA,NA,NA
2016,8,12,G3,4,IVFR,NA,Iva,frutescens,3,1,NA,NA,NA
2016,8,12,G3,4,KOVI,NA,Kosteletzkya ,virginica,15,1,NA,NA,NA
2016,8,12,G3,4,POHY,NA,Polygonum,hydropiperoides,1,1,NA,NA,NA
2016,8,12,G3,4,SOSE,NA,Solidago,sempervirens,20,1,NA,NA,NA
2016,8,12,G3,5,PHAU,NA,Phragmites,australis,14,1,NA,NA,NA
2016,8,12,G3,5,AMCA,NA,Amaranthus,cannabinus,2,1,NA,NA,NA
2016,8,12,G3,5,ATPA,NA,Atriplex,patula,8,1,NA,NA,NA
2016,8,12,G3,5,KOVI,NA,Kosteletzkya ,virginica,11,1,NA,NA,NA
2016,8,12,G3,5,PADI,NA,Panicum,dichotomoflorum,18,1,NA,NA,NA
2016,8,12,G3,5,SAVAP,NA,Samolus,valerandi,100,1,NA,NA,NA
2016,8,12,G3,5,SOSE,NA,Solidago,sempervirens,7,1,NA,NA,NA
2016,8,12,G3,5,SPCY,NA,Spartina,cynosuroides,4,1,NA,NA,NA
2016,8,12,G3,6,KOVI,NA,Kosteletzkya ,virginica,10,1,NA,NA,NA
2016,8,12,G3,6,SPCY,NA,Spartina,cynosuroides,40,1,NA,NA,NA
2017,9,17,G3,1,IVFR,NA,Iva,frutescens,1,1,NA,NA,NA
2017,9,17,G3,3,IVFR,NA,Iva,frutescens,3,1,NA,NA,NA
2017,9,18,G3,1,PHAU,NA,Phragmites,australis,97,1,NA,NA,NA
2017,9,18,G3,1,SPAL,NA,Spartina,alterniflora,4,1,NA,NA,NA
2017,9,18,G3,1,SPCY,NA,Spartina,cynosuroides,5,1,NA,NA,NA
2017,9,18,G3,2,PHAU,NA,Phragmites,australis,79,1,NA,NA,NA
2017,9,18,G3,2,AMCA,NA,Amaranthus,cannabinus,1,1,NA,NA,NA
2017,9,18,G3,2,KOVI,NA,Kosteletzkya ,virginica,5,1,NA,NA,NA
2017,9,18,G3,3,PHAU,NA,Phragmites,australis,2,1,NA,NA,NA
2017,9,18,G3,3,KOVI,NA,Kosteletzkya ,virginica,2,1,NA,NA,NA
2017,9,18,G3,3,SOSE,NA,Solidago,sempervirens,4,1,NA,NA,NA
2017,9,18,G3,4,PHAU,NA,Phragmites,australis,16,1,NA,NA,NA
2017,9,18,G3,4,PAVI,NA,Panicum,virgatum,36,1,NA,NA,NA
2017,9,18,G3,5,KOVI,NA,Kosteletzkya ,virginica,5,1,NA,NA,NA
2017,9,18,G3,5,PAVI,NA,Panicum,virgatum,47,1,NA,NA,NA
2017,9,18,G3,5,POHY,NA,Polygonum,hydropiperoides,3,1,NA,NA,NA
2017,9,18,G3,5,SAVAP,NA,Samolus,valerandi,37,1,NA,NA,NA
2017,9,18,G3,5,SOSE,NA,Solidago,sempervirens,9,1,NA,NA,NA
2017,9,18,G3,5,SPCY,NA,Spartina,cynosuroides,8,1,NA,NA,NA
2017,9,18,G3,5,SYTE,NA,Symphyotrichum,tenuifolium,1,1,NA,NA,NA
2017,9,18,G3,6,SPCY,NA,Spartina,cynosuroides,29,1,NA,NA,NA
2017,9,19,G1,1,ATPA,NA,Atriplex,patula,15,1,NA,NA,NA
2017,9,19,G1,1,SCRO,NA,Schoenoplectus,robustus,29,1,NA,NA,NA
2017,9,19,G1,1,SPAL,NA,Spartina,alterniflora,8,1,NA,NA,NA
2017,9,19,G1,1,SPCY,NA,Spartina,cynosuroides,14,1,NA,NA,NA
2017,9,19,G1,1,SYTE,NA,Symphyotrichum,tenuifolium,1,1,NA,NA,NA
2017,9,19,G1,2,KOVI,NA,Kosteletzkya ,virginica,1,1,NA,NA,NA
2017,9,19,G1,2,SOSE,NA,Solidago,sempervirens,5,1,NA,NA,NA
2017,9,19,G1,2,IVFR,NA,Iva,frutescens,5,1,NA,NA,NA
2017,9,19,G1,3,IVFR,NA,Iva,frutescens,7,1,NA,NA,NA
2017,9,19,G1,3,SOSE,NA,Solidago,sempervirens,5,1,NA,NA,NA
2017,9,19,G1,6,SCAM,NA,Schoenoplectus,americanus,100,1,NA,NA,NA
2017,9,19,G1,7,AMCA,NA,Amaranthus,cannabinus,1,1,NA,NA,NA
2017,9,19,G1,7,PLOD,NA,Pluchea,odorata,1,1,NA,NA,NA
2017,9,19,G1,7,SCAM,NA,Schoenoplectus,americanus,38,1,NA,NA,NA
2017,9,19,G1,7,IVFR,NA,Iva,frutescens,1,1,NA,NA,NA
2017,9,19,G1,8,KOVI,NA,Kosteletzkya ,virginica,1,1,NA,NA,NA
2017,9,19,G1,8,PADI,NA,Panicum,dichotomoflorum,7,1,NA,NA,NA
2017,9,19,G1,8,SCAM,NA,Schoenoplectus,americanus,128,1,NA,NA,NA
2017,9,19,G1,8,IVFR,NA,Iva,frutescens,4,1,NA,NA,NA
2017,9,19,G1,9,IVFR,NA,Iva,frutescens,4,1,NA,NA,NA
2017,9,19,G1,9,SCAM,NA,Schoenoplectus,americanus,30,1,NA,NA,NA
2017,9,19,G1,9,SOSE,NA,Solidago,sempervirens,4,1,NA,NA,NA
2017,9,19,G1,10,AMCA,NA,Amaranthus,cannabinus,2,1,NA,NA,NA
2017,9,19,G1,10,KOVI,NA,Kosteletzkya ,virginica,31,1,NA,NA,NA
2017,9,19,G1,10,POHY,NA,Polygonum,hydropiperoides,2,1,NA,NA,NA
2017,9,19,G1,10,SCRO,NA,Schoenoplectus,robustus,1,1,NA,NA,NA
2017,9,19,G1,10,SPAL,NA,Spartina,alterniflora,20,1,NA,NA,NA
2017,9,19,G1,10,SPCY,NA,Spartina,cynosuroides,5,1,NA,NA,NA
2017,9,19,G1,11,AMCA,NA,Amaranthus,cannabinus,2,1,NA,NA,NA
2017,9,19,G1,11,POHY,NA,Polygonum,hydropiperoides,1,1,NA,NA,NA
2017,9,19,G1,11,SCAM,NA,Schoenoplectus,americanus,141,1,NA,NA,NA
2017,9,19,G1,11,IVFR,NA,Iva,frutescens,1,1,NA,NA,NA
2017,9,19,G1,12,AMCA,NA,Amaranthus,cannabinus,3,1,NA,NA,NA
2017,9,19,G1,12,SCAM,NA,Schoenoplectus,americanus,63,1,duplicate observation with different plant count,NA,NA
2017,9,19,G1,12,SCAM,NA,Schoenoplectus,americanus,82,1,duplicate observation with different plant count,NA,NA
2017,9,19,G1,13,IVFR,NA,Iva,frutescens,1,1,NA,NA,NA
2017,9,19,G1,14,SCAM,NA,Schoenoplectus,americanus,116,1,NA,NA,NA
2017,9,19,G1,14,SCRO,NA,Schoenoplectus,robustus,5,1,NA,NA,NA
2017,9,19,G1,14,IVFR,NA,Iva,frutescens,1,1,NA,NA,NA
2017,9,19,G1,15,ATPA,NA,Atriplex,patula,3,1,NA,NA,NA
2017,9,19,G1,15,IVFR,NA,Iva,frutescens,2,1,NA,NA,NA
2017,9,19,G1,15,KOVI,NA,Kosteletzkya ,virginica,3,1,NA,NA,NA
2017,9,19,G1,15,SCAM,NA,Schoenoplectus,americanus,122,1,NA,NA,NA
2017,9,19,G1,16,SCAM,NA,Schoenoplectus,americanus,146,1,NA,NA,NA
2017,9,19,G1,17,SCAM,NA,Schoenoplectus,americanus,184,1,NA,NA,NA
2017,9,19,G1,18,SCAM,NA,Schoenoplectus,americanus,179,1,NA,NA,NA
2017,9,19,G1,19,SCAM,NA,Schoenoplectus,americanus,98,1,NA,NA,NA
2017,9,19,G1,20,AMCA,NA,Amaranthus,cannabinus,1,1,NA,NA,NA
2017,9,19,G1,20,PLOD,NA,Pluchea,odorata,11,1,NA,NA,NA
2017,9,19,G1,20,SCRO,NA,Schoenoplectus,robustus,4,1,NA,NA,NA
2017,9,19,G1,20,TYAN,NA,Typha,angustifolia,38,1,NA,NA,NA
2017,9,19,G2,1,PHAU,NA,Phragmites,australis,39,1,NA,NA,NA
2017,9,19,G2,1,KOVI,NA,Kosteletzkya ,virginica,7,1,NA,NA,NA
2017,9,19,G2,1,SCRO,NA,Schoenoplectus,robustus,1,1,NA,NA,NA
2017,9,19,G2,1,SPAL,NA,Spartina,alterniflora,3,1,NA,NA,NA
2017,9,19,G2,2,PHAU,NA,Phragmites,australis,92,1,NA,NA,NA
2017,9,19,G2,2,AMCA,NA,Amaranthus,cannabinus,1,1,NA,NA,NA
2017,9,19,G2,3,PHAU,NA,Phragmites,australis,84,1,NA,NA,NA
2017,9,19,G2,3,AMCA,NA,Amaranthus,cannabinus,1,1,NA,NA,NA
2017,9,19,G2,3,SCRO,NA,Schoenoplectus,robustus,2,1,NA,NA,NA
2017,9,19,G2,4,PHAU,NA,Phragmites,australis,93,1,NA,NA,NA
2017,9,19,G2,5,PHAU,NA,Phragmites,australis,92,1,NA,NA,NA
2017,9,19,G2,5,SCRO,NA,Schoenoplectus,robustus,1,1,NA,NA,NA
2017,9,19,G2,6,PHAU,NA,Phragmites,australis,52,1,NA,NA,NA
2017,9,19,G2,6,AMCA,NA,Amaranthus,cannabinus,1,1,NA,NA,NA
2017,9,19,G2,6,KOVI,NA,Kosteletzkya ,virginica,7,1,NA,NA,NA
2017,9,19,G2,6,SCAM,NA,Schoenoplectus,americanus,1,1,NA,NA,NA
2017,9,19,G2,6,SCRO,NA,Schoenoplectus,robustus,2,1,NA,NA,NA
2017,9,19,G2,6,SPAL,NA,Spartina,alterniflora,13,1,NA,NA,NA
2017,9,19,G2,7,SCAM,NA,Schoenoplectus,americanus,102,1,NA,NA,NA
2017,9,19,G2,7,IVFR,NA,Iva,frutescens,2,1,NA,NA,NA
2017,9,19,G2,8,SCAM,NA,Schoenoplectus,americanus,35,1,NA,NA,NA
2017,9,19,G2,8,SOSE,NA,Solidago,sempervirens,11,1,NA,NA,NA
2017,9,19,G2,8,IVFR,NA,Iva,frutescens,2,1,NA,NA,NA
2017,9,19,G2,9,SCAM,NA,Schoenoplectus,americanus,31,1,NA,NA,NA
2017,9,19,G2,9,SOSE,NA,Solidago,sempervirens,10,1,NA,NA,NA
2017,9,19,G2,10,PHAU,NA,Phragmites,australis,36,1,NA,NA,NA
2017,9,19,G2,10,SCAM,NA,Schoenoplectus,americanus,5,1,NA,NA,NA
2017,9,19,G2,10,SCRO,NA,Schoenoplectus,robustus,2,1,NA,NA,NA
2017,9,19,G2,10,TYAN,NA,Typha,angustifolia,3,1,NA,NA,NA
2017,9,19,G2,11,PHAU,NA,Phragmites,australis,17,1,NA,NA,NA
2017,9,19,G2,11,SMRO,NA,Smilax,rotundifolia,1,1,NA,NA,NA
2017,9,20,S1,1,MOCE,NA,Morella,cerifera,3,1,NA,NA,NA
2017,9,20,S1,1,RHRA,NA,Rhynchospora,rariflora,1,1,NA,NA,NA
2017,9,20,S1,1,SMRO,NA,Smilax,rotundifolia,4,1,NA,NA,NA
2017,9,20,S1,1,SOSE,NA,Solidago,sempervirens,3,1,NA,NA,NA
2017,9,20,S1,2,SOSE,NA,Solidago,sempervirens,12,1,NA,NA,NA
2017,9,20,S1,3,SOSE,NA,Solidago,sempervirens,6,1,NA,NA,NA
2017,9,20,S1,3,SYLA,NA,Symphyotrichum,lanceolatum,1,1,NA,NA,NA
2017,9,20,S1,3,IVFR,NA,Iva,frutescens,4,1,NA,NA,NA
2017,9,20,S1,4,IVFR,NA,Iva,frutescens,1,1,duplicate observation with different plant count,NA,NA
2017,9,20,S1,4,SOSE,NA,Solidago,sempervirens,7,1,NA,NA,NA
2017,9,20,S1,4,IVFR,NA,Iva,frutescens,4,1,duplicate observation with different plant count,NA,NA
2017,9,20,S1,5,PHAU,NA,Phragmites,australis,2,1,NA,NA,NA
2017,9,20,S1,5,JUCO,NA,Juniper,communis,1,1,NA,NA,NA
2017,9,20,S1,5,IVFR,NA,Iva,frutescens,1,1,NA,NA,NA
2017,9,20,S1,6,PHAU,NA,Phragmites,australis,14,1,NA,NA,NA
2017,9,20,S2,1,KOVI,NA,Kosteletzkya ,virginica,1,1,NA,NA,NA
2017,9,20,S2,1,SOSE,NA,Solidago,sempervirens,2,1,NA,NA,NA
2017,9,20,S2,1,IVFR,NA,Iva,frutescens,1,1,NA,NA,NA
2017,9,20,S2,2,IVFR,NA,Iva,frutescens,4,1,NA,NA,NA
2017,9,20,S2,3,SCAM,NA,Schoenoplectus,americanus,21,1,NA,NA,NA
2017,9,20,S2,3,IVFR,NA,Iva,frutescens,1,1,NA,NA,NA
2017,9,20,S2,4,SCAM,NA,Schoenoplectus,americanus,66,1,NA,NA,NA
2017,9,20,S2,4,SOSE,NA,Solidago,sempervirens,4,1,NA,NA,NA
2017,9,20,S2,4,IVFR,NA,Iva,frutescens,1,1,NA,NA,NA
2017,9,20,S2,5,SCAM,NA,Schoenoplectus,americanus,76,1,NA,NA,NA
2017,9,20,S2,5,IVFR,NA,Iva,frutescens,2,1,NA,NA,NA
2017,9,20,S2,6,PLOD,NA,Pluchea,odorata,4,1,NA,NA,NA
2017,9,20,S2,6,SCAM,NA,Schoenoplectus,americanus,2,1,NA,NA,NA
2017,9,20,S2,6,SPCY,NA,Spartina,cynosuroides,3,1,NA,NA,NA
2017,9,20,S2,6,TYAN,NA,Typha,angustifolia,7,1,NA,NA,NA
2017,9,20,S3,1,SCRO,NA,Schoenoplectus,robustus,5,1,NA,NA,NA
2017,9,20,S3,1,SPAL,NA,Spartina,alterniflora,72,1,NA,NA,NA
2017,9,20,S3,1,SPCY,NA,Spartina,cynosuroides,5,1,NA,NA,NA
2017,9,20,S3,1,IVFR,NA,Iva,frutescens,2,1,NA,NA,NA
2017,9,20,S3,2,PLOD,NA,Pluchea,odorata,1,1,NA,NA,NA
2017,9,20,S3,2,SCAM,NA,Schoenoplectus,americanus,9,1,NA,NA,NA
2017,9,20,S3,2,IVFR,NA,Iva,frutescens,4,1,NA,NA,NA
2017,9,20,S3,3,ATPA,NA,Atriplex,patula,1,1,NA,NA,NA
2017,9,20,S3,3,SOSE,NA,Solidago,sempervirens,7,1,NA,NA,NA
2017,9,20,S3,3,IVFR,NA,Iva,frutescens,1,1,NA,NA,NA
2017,9,20,S3,4,SCAM,NA,Schoenoplectus,americanus,23,1,NA,NA,NA
2017,9,20,S3,4,SCRO,NA,Schoenoplectus,robustus,6,1,NA,NA,NA
2017,9,20,S3,4,IVFR,NA,Iva,frutescens,2,1,NA,NA,NA
2017,9,20,S3,5,SCAM,NA,Schoenoplectus,americanus,10,1,NA,NA,NA
2017,9,20,S3,5,SCRO,NA,Schoenoplectus,robustus,18,1,NA,NA,NA
2017,9,20,S3,5,SPAL,NA,Spartina,alterniflora,5,1,NA,NA,NA
2017,9,21,R1,1,SPAL,NA,Spartina,alterniflora,151,1,NA,NA,NA
2017,9,21,R1,1,SYTE,NA,Symphyotrichum,tenuifolium,6,1,NA,NA,NA
2017,9,21,R1,2,SCRO,NA,Schoenoplectus,robustus,14,1,NA,NA,NA
2017,9,21,R1,2,SPAL,NA,Spartina,alterniflora,51,1,NA,NA,NA
2017,9,21,R1,2,SYTE,NA,Symphyotrichum,tenuifolium,4,1,NA,NA,NA
2017,9,21,R1,2,TYAN,NA,Typha,angustifolia,3,1,NA,NA,NA
2017,9,21,R1,3,SCAM,NA,Schoenoplectus,americanus,10,1,NA,NA,NA
2017,9,21,R1,3,SCRO,NA,Schoenoplectus,robustus,33,1,NA,NA,NA
2017,9,21,R1,3,SPAL,NA,Spartina,alterniflora,36,1,NA,NA,NA
2017,9,21,R1,3,TYAN,NA,Typha,angustifolia,3,1,NA,NA,NA
2017,9,21,R1,4,SCAM,NA,Schoenoplectus,americanus,11,1,NA,NA,NA
2017,9,21,R1,4,SCRO,NA,Schoenoplectus,robustus,4,1,NA,NA,NA
2017,9,21,R1,4,SPAL,NA,Spartina,alterniflora,9,1,NA,NA,NA
2017,9,21,R1,4,TYAN,NA,Typha,angustifolia,8,1,NA,NA,NA
2017,9,21,R1,4,IVFR,NA,Iva,frutescens,1,1,NA,NA,NA
2017,9,21,R1,5,HIMO,NA,Hibiscus,moscheutos,3,1,NA,NA,NA
2017,9,21,R1,5,PEVI,NA,Peltandra,virginica,19,1,NA,NA,NA
2017,9,21,R1,5,SCRO,NA,Schoenoplectus,robustus,1,1,NA,NA,NA
2017,9,21,R1,5,TYAN,NA,Typha,angustifolia,1,1,NA,NA,NA
2017,9,21,R2,1,PHAU,NA,Phragmites,australis,88,1,NA,NA,NA
2017,9,21,R2,1,SCRO,NA,Schoenoplectus,robustus,4,1,NA,NA,NA
2017,9,21,R2,1,SYTE,NA,Symphyotrichum,tenuifolium,3,1,NA,NA,NA
2017,9,21,R2,2,PHAU,NA,Phragmites,australis,57,1,NA,NA,NA
2017,9,21,R2,3,PHAU,NA,Phragmites,australis,46,1,NA,NA,NA
2017,9,21,R2,3,SPAL,NA,Spartina,alterniflora,14,1,NA,NA,NA
2017,9,21,R2,4,PHAU,NA,Phragmites,australis,64,1,NA,NA,NA
2017,9,21,R2,4,SPAL,NA,Spartina,alterniflora,1,1,NA,NA,NA
2017,9,21,R2,5,PHAU,NA,Phragmites,australis,50,1,NA,NA,NA
2017,9,21,R2,5,HIMO,NA,Hibiscus,moscheutos,5,1,NA,NA,NA
2017,9,21,R3,1,PHAU,NA,Phragmites,australis,13,1,NA,NA,NA
2017,9,21,R3,1,SCRO,NA,Schoenoplectus,robustus,24,1,NA,NA,NA
2017,9,21,R3,1,SPAL,NA,Spartina,alterniflora,52,1,NA,NA,NA
2017,9,21,R3,2,PHAU,NA,Phragmites,australis,25,1,NA,NA,NA
2017,9,21,R3,2,SCRO,NA,Schoenoplectus,robustus,5,1,NA,NA,NA
2017,9,21,R3,2,SPAL,NA,Spartina,alterniflora,2,1,NA,NA,NA
2017,9,21,R3,2,SYTE,NA,Symphyotrichum,tenuifolium,12,1,NA,NA,NA
2017,9,21,R3,3,PHAU,NA,Phragmites,australis,66,1,NA,NA,NA
2017,9,21,R3,3,KOVI,NA,Kosteletzkya ,virginica,7,1,NA,NA,NA
2017,9,21,R3,3,PLOD,NA,Pluchea,odorata,3,1,NA,NA,NA
2017,9,21,R3,3,SYTE,NA,Symphyotrichum,tenuifolium,7,1,NA,NA,NA
2017,9,21,R3,4,PHAU,NA,Phragmites,australis,69,1,NA,NA,NA
2017,9,21,R3,4,AMCA,NA,Amaranthus,cannabinus,2,1,NA,NA,NA
2017,9,21,R3,4,HIMO,NA,Hibiscus,moscheutos,1,1,NA,NA,NA
2017,9,21,R3,4,KOVI,NA,Kosteletzkya ,virginica,4,1,NA,NA,NA
2017,9,21,R3,4,PLOD,NA,Pluchea,odorata,1,1,NA,NA,NA
2017,9,21,R3,5,PHAU,NA,Phragmites,australis,48,1,NA,NA,NA
2017,9,21,R3,5,AMCA,NA,Amaranthus,cannabinus,1,1,NA,NA,NA
2017,9,21,R3,5,HIMO,NA,Hibiscus,moscheutos,2,1,NA,NA,NA
2017,9,21,R3,5,KOVI,NA,Kosteletzkya ,virginica,7,1,NA,NA,NA
2017,9,21,R3,5,SOSE,NA,Solidago,sempervirens,3,1,NA,NA,NA
2017,9,21,R3,5,SYTE,NA,Symphyotrichum,tenuifolium,1,1,NA,NA,NA
2018,10,1,G1,1,SPAL,NA,Spartina,alterniflora,4,1,NA,NA,NA
2018,10,1,G1,12,AMCA,NA,Amaranthus,cannabinus,2,1,NA,NA,NA
2018,10,1,G1,12,KOVI,NA,Kosteletzkya ,virginica,1,1,NA,NA,NA
2018,10,1,G1,12,SCAM,NA,Schoenoplectus,americanus,78,1,NA,NA,NA
2018,10,1,G1,12,SOSE,NA,Solidago,sempervirens,1,1,NA,NA,NA
2018,10,1,G1,13,AMCA,NA,Amaranthus,cannabinus,1,1,NA,NA,NA
2018,10,1,G1,13,SCAM,NA,Schoenoplectus,americanus,36,1,NA,NA,NA
2018,10,1,G1,13,IVFR,NA,Iva,frutescens,1,1,NA,NA,NA
2018,10,1,G1,14,SCAM,NA,Schoenoplectus,americanus,110,1,NA,NA,NA
2018,10,1,G1,15,ATPA,NA,Atriplex,patula,1,1,NA,NA,NA
2018,10,1,G1,15,IVFR,NA,Iva,frutescens,1,1,NA,NA,NA
2018,10,1,G1,15,SCAM,NA,Schoenoplectus,americanus,153,1,NA,NA,NA
2018,10,1,G1,16,ATPA,NA,Atriplex,patula,1,1,NA,NA,NA
2018,10,1,G1,16,SCAM,NA,Schoenoplectus,americanus,202,1,NA,NA,NA
2018,10,1,G1,17,SCAM,NA,Schoenoplectus,americanus,283,1,NA,NA,NA
2018,10,1,G1,18,SCAM,NA,Schoenoplectus,americanus,175,1,NA,NA,NA
2018,10,1,G1,19,SCAM,NA,Schoenoplectus,americanus,218,1,NA,NA,NA
2018,10,1,G1,20,PLOD,NA,Pluchea,odorata,3,1,NA,NA,NA
2018,10,1,G1,20,SCRO,NA,Schoenoplectus,robustus,1,1,NA,NA,NA
2018,10,1,G1,20,TYAN,NA,Typha,angustifolia,38,1,NA,NA,NA
2018,10,1,G2,6,PHAU,NA,Phragmites,australis,49,1,NA,NA,NA
2018,10,1,G2,6,AMCA,NA,Amaranthus,cannabinus,1,1,NA,NA,NA
2018,10,1,G2,6,KOVI,NA,Kosteletzkya ,virginica,2,1,NA,NA,NA
2018,10,1,G2,6,POHY,NA,Polygonum,hydropiperoides,2,1,NA,NA,NA
2018,10,1,G2,6,SCAM,NA,Schoenoplectus,americanus,2,1,NA,NA,NA
2018,10,1,G2,6,SCRO,NA,Schoenoplectus,robustus,10,1,NA,NA,NA
2018,10,1,G2,6,IVFR,NA,Iva,frutescens,1,1,NA,NA,NA
2018,10,1,G2,7,SCAM,NA,Schoenoplectus,americanus,211,1,NA,NA,NA
2018,10,1,G2,7,SOSE,NA,Solidago,sempervirens,1,1,NA,NA,NA
2018,10,1,G2,7,IVFR,NA,Iva,frutescens,1,1,NA,NA,NA
2018,10,1,G2,8,SCAM,NA,Schoenoplectus,americanus,175,1,NA,NA,NA
2018,10,1,G2,8,SOSE,NA,Solidago,sempervirens,71,1,NA,NA,NA
2018,10,1,G2,8,IVFR,NA,Iva,frutescens,2,1,NA,NA,NA
