year,month,day,transect,plot,species_code,area,method,total_biomass,biomass_notes
2019,10,1,S1,4,SPPA,0.01,harvest,1013.0000000000001,NA
2019,10,1,S1,4,SYTE,1,allometry,4.375814663664948,NA
2019,10,1,S1,5,IVFR,1,allometry,3.367477074075903,NA
2019,10,1,S1,5,PHAU,1,allometry,601.6630181276902,NA
2019,10,1,S1,6,PHAU,1,allometry,896.6798699269649,NA
2019,10,1,S2,1,AMCA,1,allometry,11.4951243542517,NA
2019,10,1,S2,1,KOVI,1,allometry,1.046973875698772,NA
2019,10,1,S2,1,POHY,1,allometry,2.7294661610623017,NA
2019,10,1,S2,2,SCRO,1,allometry,12.346058421503923,NA
2019,10,1,S2,2,SOSE,1,allometry,34.76736510845855,NA
2019,10,1,S2,2,SYTE,1,allometry,4.222323053710972,NA
2019,10,1,S2,3,ATPA,1,allometry,1.0731862645946557,NA
2019,10,1,S2,3,PLOD,1,allometry,10.318868091835343,NA
2019,10,1,S2,3,SCAM,1,allometry,124.62537449956494,NA
2019,10,1,S2,4,SCAM,1,allometry,211.2314898660805,NA
2019,10,1,S2,4,SOSE,1,allometry,68.86755197139173,NA
2019,10,1,S2,5,PLOD,1,allometry,0.3535307535913517,NA
2019,10,1,S2,5,SCAM,1,allometry,216.9937895188098,NA
2019,10,1,S2,5,SPPA,0.01,harvest,1082,NA
2019,10,1,S2,6,SCAM,1,allometry,16.69114674429675,NA
2019,10,1,S2,6,SCRO,1,allometry,54.05366144112885,NA
2019,10,1,S2,6,SPAL,1,allometry,30.502639453288822,NA
2019,10,1,S2,6,TYAN,1,allometry,239.49082497401253,NA
2019,10,1,S3,1,AMCA,1,allometry,12.687907415772425,NA
2019,10,1,S3,1,PLOD,1,allometry,3.9433432613994355,NA
2019,10,1,S3,1,SCRO,1,allometry,49.879216103909364,NA
2019,10,1,S3,1,SPAL,1,allometry,272.7568594852474,NA
2019,10,1,S3,1,SPCY,1,allometry,35.71890136207847,NA
2019,10,1,S3,2,AMCA,1,allometry,1.4645739397417055,NA
2019,10,1,S3,2,PLOD,1,allometry,0.5666626079912338,NA
2019,10,1,S3,2,POHY,1,allometry,10.479233725193197,NA
2019,10,1,S3,2,SCAM,1,allometry,59.642996807085055,NA
2019,10,1,S3,2,SPAL,1,allometry,24.433562941769964,NA
2019,10,1,S3,2,SYTE,1,allometry,2.476910099732261,NA
2019,10,1,S3,3,AMCA,1,allometry,2.767710772254614,NA
2019,10,1,S3,3,KOVI,1,allometry,0.6411845846131164,NA
2019,10,1,S3,3,POHY,1,allometry,11.19285557248022,NA
2019,10,1,S3,3,SCAM,1,allometry,25.13980281370121,NA
2019,10,1,S3,3,SCRO,1,allometry,59.210865940616685,NA
2019,10,1,S3,3,SOSE,1,allometry,138.66182613264633,NA
2019,10,1,S3,3,SYTE,1,allometry,11.217798822711474,NA
2019,10,1,S3,4,PLOD,1,allometry,0.4475853648581259,NA
2019,10,1,S3,4,SCAM,1,allometry,54.62930480633293,NA
2019,10,1,S3,4,SCRO,1,allometry,137.6506454664557,NA
2019,10,1,S3,4,SYTE,1,allometry,8.450189363945492,NA
2019,10,1,S3,5,SCAM,1,allometry,50.63604720324665,NA
2019,10,1,S3,5,SCRO,1,allometry,47.89951765647723,NA
2019,10,1,S3,5,SPAL,1,allometry,14.972554119807516,NA
2019,10,1,S3,5,SYTE,1,allometry,1.4140342652063898,NA
2019,10,1,S3,5,TYAN,1,allometry,11.330574220193038,NA
2020,9,23,G1,1,ATPA,1,allometry,3.5302362868904984,NA
2020,9,23,G1,1,PHAU,1,allometry,283.0847996933208,NA
2020,9,23,G1,1,SPAL,1,allometry,30.21774504208363,NA
2020,9,23,G1,1,SPCY,1,allometry,538.6192739463515,NA
2020,9,23,G1,2,DEAD,0.01,harvest,256,NA
2020,9,23,G1,2,SCAM,1,allometry,59.51167173374874,NA
2020,9,23,G1,2,SCRO,1,allometry,7.6842548560585,NA
2020,9,23,G1,2,SPPA,0.01,harvest,343,NA
2020,9,23,G1,3,DEAD,0.01,harvest,249.00000000000003,NA
2020,9,23,G1,3,DISP,0.01,harvest,93,NA
2020,9,23,G1,3,SOSE,1,allometry,16.59193296128983,NA
2020,9,23,G1,3,SPPA,0.01,harvest,897,NA
2020,9,23,G1,4,DEAD,0.01,harvest,191,NA
2020,9,23,G1,4,DISP,0.01,harvest,100,NA
2020,9,23,G1,4,IVFR,1,allometry,2.967008316008059,NA
2020,9,23,G1,4,SPPA,0.01,harvest,692,NA
2020,9,23,G1,5,DEAD,0.01,harvest,44,NA
2020,9,23,G1,5,DISP,0.01,harvest,93.99999999999999,NA
2020,9,23,G1,5,SPPA,0.01,harvest,421,NA
2020,9,23,G1,6,SCAM,1,allometry,233.53634419115124,NA
2020,9,23,G1,7,AMCA,1,allometry,1.2147805707327521,NA
2020,9,23,G1,7,KOVI,1,allometry,0.9684907955505703,NA
2020,9,23,G1,7,SCAM,1,allometry,115.16760371142735,NA
2020,9,23,G1,7,SYTE,1,allometry,0.637600861720892,NA
2020,9,23,G1,8,PADI,1,allometry,36.94315050184788,NA
2020,9,23,G1,8,PLOD,1,allometry,1.2328350551370912,NA
2020,9,23,G1,8,SCAM,1,allometry,133.78381834375617,NA
2020,9,23,G1,9,DEAD,0.01,harvest,242,NA
2020,9,23,G1,9,DISP,0.01,harvest,53,NA
2020,9,23,G1,9,SCAM,1,allometry,123.08302876380655,NA
2020,9,23,G1,9,SOSE,1,allometry,23.256580865221316,NA
2020,9,23,G1,9,SPPA,0.01,harvest,391,NA
2020,9,23,G1,10,KOVI,1,allometry,183.86449722241036,NA
2020,9,23,G1,10,PHAU,1,allometry,115.77163638577512,NA
2020,9,23,G1,10,SPCY,1,allometry,716.9299459430514,NA
2020,9,23,G1,10,SYTE,1,allometry,17.043553345903028,NA
2020,9,23,G1,11,DEAD,0.01,harvest,11,NA
2020,9,23,G1,11,KOVI,1,allometry,9.303187644082161,NA
2020,9,23,G1,11,PHAU,1,allometry,303.95802361939377,NA
2020,9,23,G1,11,PLOD,1,allometry,1.055646026041439,NA
2020,9,23,G1,11,SCAM,1,allometry,172.53525183329333,NA
2020,9,23,G1,11,SPPA,0.01,harvest,68,NA
2020,9,23,G1,12,AMCA,1,allometry,3.19131573856897,NA
2020,9,23,G1,12,ATPA,1,allometry,2.4400042297921964,NA
2020,9,23,G1,12,DEAD,0.01,harvest,552,NA
2020,9,23,G1,12,DISP,0.01,harvest,102,NA
2020,9,23,G1,12,KOVI,1,allometry,24.304975290744174,NA
2020,9,23,G1,12,SCAM,NA,allometry,NA,NA
2020,9,23,G1,12,SPPA,0.01,harvest,499,NA
2020,9,23,G1,12,SYTE,1,allometry,13.499649523112208,NA
2020,9,23,G1,13,AMCA,1,allometry,0.3508694296580109,NA
2020,9,23,G1,13,SCAM,1,allometry,217.37715515927383,NA
2020,9,23,G1,13,SYTE,1,allometry,2.86475410712506,NA
2020,9,23,G1,14,SCAM,1,allometry,356.14153460231114,NA
2020,9,23,G1,15,AMCA,1,allometry,14.560075025104732,NA
2020,9,23,G1,15,ATPA,1,allometry,4.242885895482813,NA
2020,9,23,G1,15,DEAD,0.01,harvest,278,NA
2020,9,23,G1,15,KOVI,1,allometry,62.82405277517363,NA
2020,9,23,G1,15,SCAM,1,allometry,657.4489504775746,NA
2020,9,23,G1,15,SPPA,0.01,harvest,1014,NA
2020,9,23,G1,15,SYTE,1,allometry,1.8444865756771534,NA
2020,9,23,G1,16,AMCA,1,allometry,0.24647992721291997,NA
2020,9,23,G1,16,DEAD,0.01,harvest,20,NA
2020,9,23,G1,16,DISP,0.01,harvest,63,NA
2020,9,23,G1,16,KOVI,1,allometry,12.651563914272511,NA
2020,9,23,G1,16,SCAM,1,allometry,448.31135246098535,NA
2020,9,23,G1,16,SPPA,0.01,harvest,61,NA
2020,9,23,G1,17,SCAM,1,allometry,205.9494336542687,NA
2020,9,23,G1,18,JUEF,1,allometry,1.0042835844471378,NA
2020,9,23,G1,18,SCAM,1,allometry,180.83110688098745,NA
2020,9,23,G1,19,AMCA,1,allometry,0.8325173887152751,NA
2020,9,23,G1,19,SCAM,1,allometry,168.12566135474788,NA
2020,9,23,G1,20,TYAN,1,allometry,126.9788004567875,NA
2020,9,25,G2,1,KOVI,1,allometry,69.93848218359072,NA
2020,9,25,G2,1,PHAU,NA,allometry,NA,NA
2020,9,25,G2,2,PHAU,1,allometry,1149.6969901457162,NA
2020,9,25,G2,3,PHAU,1,allometry,2420.887335156953,NA
2020,9,25,G2,3,SCAM,1,allometry,0.46966803875462937,NA
2020,9,25,G2,4,PHAU,1,allometry,865.9202573590569,NA
2020,9,25,G2,5,PHAU,1,allometry,4472.313586781937,NA
2020,9,25,G2,6,KOVI,1,allometry,57.249468795968596,NA
2020,9,25,G2,6,PHAU,1,allometry,1159.5183816431168,NA
2020,9,25,G2,6,SCRO,1,allometry,62.27156086177092,NA
2020,9,25,G2,7,DEAD,0.01,harvest,555,NA
2020,9,25,G2,7,DISP,0.01,harvest,150,NA
2020,9,25,G2,7,PHAU,1,allometry,33.46099355395384,NA
2020,9,25,G2,7,SCAM,1,allometry,269.1679315711408,NA
2020,9,25,G2,7,SPPA,0.01,harvest,36,NA
2020,9,25,G2,8,DEAD,0.01,harvest,128,NA
2020,9,25,G2,8,DISP,0.01,harvest,121,NA
2020,9,25,G2,8,SCAM,1,allometry,141.4357714009863,NA
2020,9,25,G2,8,SOSE,1,allometry,4.306459510888012,NA
2020,9,25,G2,8,SPPA,0.01,harvest,444.00000000000006,NA
2020,9,25,G2,9,DEAD,0.01,harvest,31,NA
2020,9,25,G2,9,SCAM,1,allometry,88.15164491155068,NA
2020,9,25,G2,9,SOSE,1,allometry,13.755800941401503,NA
2020,9,25,G2,9,SPPA,0.01,harvest,437,NA
2020,9,25,G2,9,SYTE,1,allometry,0.327877223260731,NA
2020,9,25,G2,10,PHAU,1,allometry,1772.9272927698673,NA
2020,9,25,G2,10,TYAN,1,allometry,12.962159868530001,NA
2020,9,25,G2,11,PHAU,1,allometry,595.5460126391804,NA
2020,9,25,G3,1,PHAU,1,allometry,942.2836461071354,NA
2020,9,25,G3,1,SPAL,1,allometry,12.866878393459318,NA
2020,9,25,G3,2,KOVI,1,allometry,28.3390229817381,NA
2020,9,25,G3,2,PHAU,1,allometry,1963.309842266315,NA
2020,9,25,G3,2,SPCY,1,allometry,11.721392967083236,NA
2020,9,25,G3,3,KOVI,1,allometry,190.07571670971296,NA
2020,9,25,G3,3,PHAU,1,allometry,63.75006755292594,NA
2020,9,25,G3,3,SAVAP,1,allometry,0.8072305207627686,NA
2020,9,25,G3,3,SOSE,1,allometry,145.05043899928395,NA
2020,9,25,G3,3,SYTE,1,allometry,0.7732661668291655,NA
2020,9,25,G3,4,ATPA,1,allometry,0.19464653621960126,NA
2020,9,25,G3,4,PADI,1,allometry,0.17706115593881855,NA
2020,9,25,G3,4,SOSE,1,allometry,47.94261577464005,NA
2020,9,25,G3,5,AMCA,1,allometry,3.0953893146987337,NA
2020,9,25,G3,5,DEAD,0.01,harvest,192,NA
2020,9,25,G3,5,KOVI,1,allometry,22.90221241109664,NA
2020,9,25,G3,5,PHAU,1,allometry,8.958497298026387,NA
2020,9,25,G3,5,SOSE,1,allometry,23.064426173925586,NA
2020,9,25,G3,5,SPCY,1,allometry,45.458410897929156,NA
2020,9,25,G3,5,SPPA,0.01,harvest,577,NA
2020,9,25,G3,5,SYTE,1,allometry,0.7049476036469301,NA
2020,9,25,G3,6,SPCY,1,allometry,760.5366555010526,NA
2020,10,1,S1,1,BAHA,1,allometry,0,NA
2020,10,1,S1,1,Hedera helix,1,allometry,0,NA
2020,10,1,S1,1,ILSPP,1,allometry,0,NA
2020,10,1,S1,1,LOJA,1,allometry,0.23396021487067342,NA
2020,10,1,S1,1,Parthenocissus quinquefolia,1,allometry,0,NA
2020,10,1,S1,1,RHRA,1,allometry,0,NA
2020,10,1,S1,1,SMRO,1,allometry,1.0547900535518537,NA
2020,10,1,S1,1,SOSE,1,allometry,5.749727184605486,NA
2020,10,1,S1,1,VISPP,1,allometry,0,NA
2020,10,1,S1,2,SOSE,1,allometry,12.87664359800134,NA
2020,10,1,S1,2,SPCY,1,allometry,141.03547348470858,NA
2020,10,1,S1,3,DEAD,0.01,harvest,653,NA
2020,10,1,S1,3,DISP,0.01,harvest,269,NA
2020,10,1,S1,3,SPPA,0.01,harvest,712,NA
2020,10,1,S1,3,SYLA,1,allometry,16.808535298172956,NA
2020,10,1,S1,4,DEAD,0.01,harvest,1623.9999999999998,NA
2020,10,1,S1,4,DISP,0.01,harvest,233,NA
2020,10,1,S1,4,SPPA,0.01,harvest,1375,NA
2020,10,1,S1,4,SYLA,1,allometry,12.672627210372902,NA
2020,10,1,S1,5,PHAU,1,allometry,1233.7654712120657,NA
2020,10,1,S1,6,PHAU,1,allometry,211.07633487345265,NA
2020,10,1,S2,1,DEAD,0.01,harvest,784,NA
2020,10,1,S2,1,DISP,0.01,harvest,30,NA
2020,10,1,S2,1,KOVI,1,allometry,1.9947750358529355,NA
2020,10,1,S2,1,POHY,1,allometry,0.39478141381523446,NA
2020,10,1,S2,1,SPPA,0.01,harvest,168,NA
2020,10,1,S2,2,SCAM,1,allometry,3.9507095841271425,NA
2020,10,1,S2,2,SCRO,1,allometry,23.548259057933038,NA
2020,10,1,S2,2,SOSE,1,allometry,29.15972946570978,NA
2020,10,1,S2,2,SYLA,1,allometry,3.4122842990053623,NA
2020,10,1,S2,3,AMCA,1,allometry,0.3921514546138933,NA
2020,10,1,S2,3,ATPA,1,allometry,1.805425799346874,NA
2020,10,1,S2,3,DEAD,0.01,harvest,103,NA
2020,10,1,S2,3,DISP,0.01,harvest,229,NA
2020,10,1,S2,3,PLOD,1,allometry,1.3986404596106636,NA
2020,10,1,S2,3,SCAM,1,allometry,64.6113418903068,NA
2020,10,1,S2,3,SPPA,0.01,harvest,5,NA
2020,10,1,S2,3,SYTE,1,allometry,0.9606722203839285,NA
2020,10,1,S2,4,DEAD,0.01,harvest,56.99999999999999,NA
2020,10,1,S2,4,DISP,0.01,harvest,61,NA
2020,10,1,S2,4,SCAM,1,allometry,148.6122253937945,NA
2020,10,1,S2,4,SOSE,1,allometry,58.883188236978626,NA
2020,10,1,S2,4,SPPA,0.01,harvest,19,NA
2020,10,1,S2,5,DEAD,0.01,harvest,220,NA
2020,10,1,S2,5,DISP,0.01,harvest,231,NA
2020,10,1,S2,5,SCAM,1,allometry,257.06755650077775,NA
2020,10,1,S2,5,SPPA,0.01,harvest,257,NA
2020,10,1,S2,6,SCAM,1,allometry,6.029648365877772,NA
2020,10,1,S2,6,SCRO,1,allometry,4.581190463128998,NA
2020,10,1,S2,6,SPAL,1,allometry,10.649536737219519,NA
2020,10,1,S2,6,TYAN,1,allometry,36.42865253751,NA
2020,10,7,R1,1,PLOD,1,allometry,2.37325435781366,NA
2020,10,7,R1,1,SCRO,1,allometry,40.96219200714909,NA
2020,10,7,R1,1,SPAL,1,allometry,98.70960710216922,NA
2020,10,7,R1,1,SYTE,1,allometry,2.971247430609725,NA
2020,10,7,R1,2,PLOD,1,allometry,1.8503315023546025,NA
2020,10,7,R1,2,SCRO,1,allometry,492.728533588932,NA
2020,10,7,R1,2,SPAL,1,allometry,67.0374646685165,NA
2020,10,7,R1,2,SYTE,1,allometry,1.7082637885809777,NA
2020,10,7,R1,2,TYAN,1,allometry,12.565318281380002,NA
2020,10,7,R1,3,PHAU,1,allometry,288.74538612334186,NA
2020,10,7,R1,3,SCAM,1,allometry,9.255351103339402,NA
2020,10,7,R1,3,SCRO,1,allometry,73.00731636061195,NA
2020,10,7,R1,3,SPAL,1,allometry,10.232735700670045,NA
2020,10,7,R1,3,TYAN,1,allometry,22.290470430019997,NA
2020,10,7,R1,4,PHAU,1,allometry,28.696149562971296,NA
2020,10,7,R1,4,SCAM,1,allometry,7.589646838724915,NA
2020,10,7,R1,4,SCRO,1,allometry,198.34640545026036,NA
2020,10,7,R1,4,SPAL,1,allometry,35.915651798625184,NA
2020,10,7,R1,4,TYAN,1,allometry,49.86965884189,NA
2020,10,7,R1,5,HIMO,1,allometry,73.60641197182127,NA
2020,10,7,R1,5,PEVI,1,allometry,3.6615228261616477,NA
2020,10,7,R2,1,PHAU,1,allometry,183.30525654880108,NA
2020,10,7,R2,2,PHAU,1,allometry,1354.0600677079847,NA
2020,10,7,R2,3,PHAU,1,allometry,1491.4030491887438,NA
2020,10,7,R2,3,SPAL,1,allometry,97.70680186599688,NA
2020,10,7,R2,4,PHAU,1,allometry,1426.5684252165988,NA
2020,10,7,R2,5,KOVI,1,allometry,10.088281747327414,NA
2020,10,7,R2,5,PHAU,1,allometry,1997.225605774323,NA
2020,10,7,R3,1,PHAU,1,allometry,253.53132246128084,NA
2020,10,7,R3,1,SPAL,1,allometry,83.1666576910711,NA
2020,10,7,R3,2,PHAU,1,allometry,734.4848272103947,NA
2020,10,7,R3,3,KOVI,1,allometry,17.946885842135885,NA
2020,10,7,R3,3,PHAU,1,allometry,1997.1835933766745,NA
2020,10,7,R3,3,SCRO,1,allometry,20.90564716187093,NA
2020,10,7,R3,3,SYTE,1,allometry,0.7266255180551969,NA
2020,10,7,R3,4,PHAU,1,allometry,2602.26041305372,NA
2020,10,7,R3,4,SCRO,1,allometry,8.065935316714736,NA
2020,10,7,R3,5,KOVI,1,allometry,7.239051937759961,NA
2020,10,7,R3,5,SCRO,1,allometry,28.13254950080571,NA
2020,10,7,S3,1,SCRO,1,allometry,18.8892979827136,NA
2020,10,7,S3,1,SPAL,1,allometry,144.19093438999803,NA
2020,10,7,S3,1,SPCY,1,allometry,68.62781113492868,NA
2020,10,7,S3,2,SCAM,1,allometry,49.970457367583165,NA
2020,10,7,S3,2,SPAL,1,allometry,122.2961128422851,NA
2020,10,7,S3,2,SPPA,0.01,harvest,43,NA
2020,10,7,S3,2,SYTE,1,allometry,23.930381880179468,NA
2020,10,7,S3,3,ATPA,1,allometry,0.15874810155333366,NA
2020,10,7,S3,3,SCAM,1,allometry,9.157072492866865,NA
2020,10,7,S3,3,SCRO,1,allometry,10.543540870456846,NA
2020,10,7,S3,3,SOSE,1,allometry,11.132312554567434,NA
2020,10,7,S3,3,SYTE,1,allometry,5.415778954978187,NA
2020,10,7,S3,4,DEAD,0.01,harvest,56.99999999999999,NA
2020,10,7,S3,4,DISP,0.01,harvest,36,NA
2020,10,7,S3,4,SCAM,1,allometry,41.66459891962476,NA
2020,10,7,S3,4,SCRO,1,allometry,50.33743637676181,NA
2020,10,7,S3,4,SPAL,1,allometry,22.468320083638183,NA
2020,10,7,S3,4,SPPA,0.01,harvest,5,NA
2020,10,7,S3,5,SCAM,1,allometry,26.77179324684077,NA
2020,10,7,S3,5,SYTE,1,allometry,5.344162788909034,NA
2021,9,30,G1,1,ATPA,1,allometry,1465.4375052114324,NA
2021,9,30,G1,1,PHAU,1,allometry,195.2953471410152,NA
2021,9,30,G1,1,SPCY,1,allometry,206.104405396682,NA
2021,9,30,G1,1,SYTE,1,allometry,4.347303282717114,NA
2021,9,30,G1,2,SCAM,1,allometry,44.63638013871871,NA
2021,9,30,G1,2,SOSE,1,allometry,0,NA
2021,9,30,G1,3,SOSE,1,allometry,41.19984472803422,NA
2021,9,30,G1,4,SOSE,1,allometry,61.45321520857786,NA
2021,9,30,G1,5,SCAM,1,allometry,16.627067790198716,NA
2021,9,30,G1,6,SCAM,1,allometry,119.81592843707756,NA
2021,9,30,G1,7,SCAM,1,allometry,140.4607251661594,NA
2021,9,30,G1,8,SCAM,1,allometry,147.4287889202243,NA
2021,9,30,G1,9,KOVI,1,allometry,0.5590612171090681,NA
2021,9,30,G1,9,SCAM,1,allometry,178.05882551570653,NA
2021,9,30,G1,9,SOSE,1,allometry,19.921417687689363,NA
2021,9,30,G1,10,KOVI,1,allometry,45.84723844220517,NA
2021,9,30,G1,10,PHAU,1,allometry,349.6499894694791,NA
2021,9,30,G1,10,SPCY,1,allometry,518.3207271724453,NA
2021,9,30,G1,11,AMCA,1,allometry,29.812886553620316,NA
2021,9,30,G1,11,ATPA,1,allometry,0.34277075818734143,NA
2021,9,30,G1,11,KOVI,1,allometry,32.51603171960519,NA
2021,9,30,G1,11,PHAU,1,allometry,149.96492602506635,NA
2021,9,30,G1,11,SCAM,1,allometry,400.3267805638049,NA
2021,9,30,G1,11,SCRO,1,allometry,2.8312510354637146,NA
2021,9,30,G1,11,SYSU,1,allometry,5.930499961527699,NA
2021,9,30,G1,11,SYTE,1,allometry,5.4254977447268935,NA
2021,9,30,G1,12,ATPA,1,allometry,4.196015149911721,NA
2021,9,30,G1,12,KOVI,1,allometry,97.57533665711074,NA
2021,9,30,G1,12,SCAM,1,allometry,573.5086533918021,NA
2021,9,30,G1,12,SYTE,1,allometry,3.4942222505708758,NA
2021,9,30,G1,13,PHAU,1,allometry,32.794707853675035,NA
2021,9,30,G1,13,SCAM,1,allometry,234.28395735114657,NA
2021,9,30,G1,14,AMCA,1,allometry,65.95792267688967,NA
2021,9,30,G1,14,ATPA,1,allometry,39.96826988362323,NA
2021,9,30,G1,14,SCAM,1,allometry,680.7897192005801,NA
2021,9,30,G1,15,ATPA,1,allometry,28.048404407990795,NA
2021,9,30,G1,15,KOVI,1,allometry,68.91953217708597,NA
2021,9,30,G1,15,SCAM,1,allometry,280.7831734763652,NA
2021,9,30,G1,15,SYTE,1,allometry,0.4345800571676327,NA
2021,9,30,G1,16,AMCA,1,allometry,0.4114107795466344,NA
2021,9,30,G1,16,ATPA,1,allometry,7.343501794405842,NA
2021,9,30,G1,16,KOVI,1,allometry,37.859255515335896,NA
2021,9,30,G1,16,SCAM,1,allometry,312.03114855115285,NA
2021,9,30,G1,16,SYSU,1,allometry,1.0941632763672833,NA
2021,9,30,G1,17,SCAM,1,allometry,234.5651000564038,NA
2021,9,30,G1,18,SCAM,1,allometry,350.7343002274903,NA
2021,9,30,G1,19,SCAM,1,allometry,373.2091710947007,NA
2021,9,30,G1,20,TYAN,1,allometry,89.39184911023814,NA
2021,9,30,G2,1,KOVI,1,allometry,29.958352389322215,NA
2021,9,30,G2,1,PHAU,1,allometry,3522.882246761349,NA
2021,9,30,G2,2,PHAU,1,allometry,1584.7549923533704,NA
2021,9,30,G2,3,PHAU,1,allometry,1836.1825221173135,NA
2021,9,30,G2,4,PHAU,1,allometry,547.419481973385,NA
2021,9,30,G2,5,PHAU,1,allometry,1969.0212301145202,NA
2021,9,30,G2,6,PHAU,1,allometry,991.9323253067877,NA
2021,9,30,G2,7,PHAU,1,allometry,16.364356133681092,NA
2021,9,30,G2,7,SCAM,1,allometry,239.08977636262395,NA
2021,9,30,G2,8,SCAM,1,allometry,139.11251518177443,NA
2021,9,30,G2,8,SOSE,1,allometry,10.394841341377779,NA
2021,9,30,G2,9,SCAM,1,allometry,96.42484260416437,NA
2021,9,30,G2,9,SOSE,1,allometry,18.469815198766526,NA
2021,9,30,G2,10,PHAU,1,allometry,4274.42413134809,NA
2021,9,30,G2,11,PHAU,1,allometry,1718.7466132878938,NA
2021,9,30,G3,1,PHAU,1,allometry,956.8830426560735,NA
2021,9,30,G3,1,SPAL,1,allometry,46.608552022898316,NA
2021,9,30,G3,2,KOVI,1,allometry,20.577741760009044,NA
2021,9,30,G3,2,PHAU,1,allometry,1717.1311289930352,NA
2021,9,30,G3,2,SCRO,1,allometry,26.35885377896023,NA
2021,9,30,G3,2,SPCY,1,allometry,44.287152622518505,NA
2021,9,30,G3,3,ATPA,1,allometry,2.1820720940807403,NA
2021,9,30,G3,3,KOVI,1,allometry,187.39755279799147,NA
2021,9,30,G3,3,PHAU,1,allometry,80.09208766121218,NA
2021,9,30,G3,3,SOSE,1,allometry,26.39501637273291,NA
2021,9,30,G3,3,SYSU,1,allometry,1.8655028473538577,NA
2021,9,30,G3,4,KOVI,1,allometry,0.8587982076669568,NA
2021,9,30,G3,4,PHAU,1,allometry,1.650812996664269,NA
2021,9,30,G3,4,SOSE,1,allometry,12.031574175808185,NA
2021,9,30,G3,5,ACCA,1,allometry,0.6214918261052487,NA
2021,9,30,G3,5,KOVI,1,allometry,60.547014464882245,NA
2021,9,30,G3,5,PHAU,1,allometry,5.408066620244286,NA
2021,9,30,G3,5,SOSE,1,allometry,32.71146381947856,NA
2021,9,30,G3,5,SYTE,1,allometry,3.584586633266431,NA
2021,9,30,G3,6,SPCY,1,allometry,491.21779419979464,NA
2021,10,1,R1,1,AMCA,1,allometry,6.385461591625598,NA
2021,10,1,R1,1,SCRO,1,allometry,18.83841467063229,NA
2021,10,1,R1,1,SYSU,1,allometry,3.74277428991957,NA
2021,10,1,R1,2,SCRO,1,allometry,157.22783446915932,NA
2021,10,1,R1,2,SPAL,1,allometry,30.552963695434716,NA
2021,10,1,R1,2,SYSU,1,allometry,7.109362731702195,NA
2021,10,1,R1,2,TYAN,1,allometry,19.37404270759,NA
2021,10,1,R1,3,PHAU,1,allometry,86.55926317994172,NA
2021,10,1,R1,3,SCAM,1,allometry,1.4551148622115873,NA
2021,10,1,R1,3,SCRO,1,allometry,133.9493280595681,NA
2021,10,1,R1,3,TYAN,1,allometry,17.688821285847467,NA
2021,10,1,R1,4,PHAU,1,allometry,434.58618629002905,NA
2021,10,1,R1,4,SCAM,1,allometry,14.97015458779593,NA
2021,10,1,R1,4,SCRO,1,allometry,133.91871145740953,NA
2021,10,1,R1,4,SPAL,1,allometry,34.10264473087522,NA
2021,10,1,R1,4,TYAN,1,allometry,33.13580756103,NA
2021,10,1,R1,5,HIMO,1,allometry,17.734013815539484,NA
2021,10,1,R1,5,PEVI,1,allometry,4.192144714988887,NA
2021,10,1,R1,5,PHAU,1,allometry,76.46254485414983,NA
2021,10,1,R2,1,PHAU,1,allometry,218.14739348571226,NA
2021,10,1,R2,2,PHAU,1,allometry,1510.835752947587,NA
2021,10,1,R2,3,PHAU,1,allometry,1042.0156497415746,NA
2021,10,1,R2,3,SPAL,1,allometry,31.436402094457748,NA
2021,10,1,R2,4,PHAU,1,allometry,820.8199018871984,NA
2021,10,1,R2,5,PHAU,1,allometry,1996.8780900804998,NA
2021,10,1,R3,2,HIMO,1,allometry,53.069910812882824,NA
2021,10,1,R3,2,PHAU,1,allometry,907.7944125296748,NA
2021,10,1,R3,2,SCRO,1,allometry,8.374716858306394,NA
2021,10,1,R3,3,KOVI,1,allometry,4.917593328735934,NA
2021,10,1,R3,3,PHAU,1,allometry,806.1556487418768,NA
2021,10,1,R3,3,SCRO,1,allometry,1.5662390380699962,NA
2021,10,1,R3,3,SYSU,1,allometry,0.7942129616761047,NA
2021,10,1,R3,4,KOVI,1,allometry,14.745888527039597,NA
2021,10,1,R3,4,PHAU,1,allometry,2168.9271395911246,NA
2021,10,1,R3,4,SCRO,1,allometry,16.168648662321868,NA
2021,10,1,R3,5,HIMO,1,allometry,9.008683849963958,NA
2021,10,1,R3,5,PHAU,1,allometry,1603.9519065855163,NA
2021,10,1,R3,5,SCRO,1,allometry,21.547528390501572,NA
2021,10,1,S1,3,JUEF,NA,allometry,NA,NA
2021,10,1,S1,3,SYTE,1,allometry,8.388364399952348,NA
2021,10,1,S1,4,SOSE,1,allometry,1.9655173635399923,NA
2021,10,1,S1,4,SYSU,1,allometry,50.63526605902691,NA
2021,10,1,S1,5,PHAU,1,allometry,462.9973718198714,NA
2021,10,1,S1,5,TYAN,1,allometry,26.558443758929997,NA
2021,10,1,S1,6,HYUM,1,allometry,50.72697079151467,NA
2021,10,1,S1,6,PHAU,1,allometry,222.75608248174163,NA
2021,10,1,S2,1,ATPA,1,allometry,0.8974703396527354,NA
2021,10,1,S2,1,KOVI,1,allometry,1.2618236300071803,NA
2021,10,1,S2,1,PLOD,1,allometry,0.9066052850848694,NA
2021,10,1,S2,1,SOSE,1,allometry,2.311103347594495,NA
